CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
4a,PMC4431679,S46,6070,6210,Study population and procedures, Patients skin soft tissue infections could included fulfilled sepsis inflammatory response syndrome criteria 27
4a,PMC4431679,S47,6211,6396,Study population and procedures, Patients polymicrobial infections could included except involving meticillin susceptible S aureus mandating treatment vancomycin trimethoprim sulfamethoxazole
4a,PMC4431679,S48,6397,6655,Study population and procedures, The highly probable group included patients ventilator associated pneumonia prior antibiotic treatment central catheter related infections surgical site infections presence foreign body without microbiological documentation 28
4a,PMC4431679,S49,6656,7366,Study population and procedures, We excluded patients received trimethoprim sulfamethoxazole vancomycin 48 hours patients MRSA resistant trimethoprim sulfamethoxazole vancomycin highly suspected confirmed left sided endocarditis meningitis patients chronic renal failure creatinine clearance 15 mL min chronic haemodialysis severe acute renal failure including acute haemodialysis could included neutropenic patients acute leukaemia bone marrow transplantation patients known allergy either study drug treatment methotrexate pregnancy lactation previous enrolment study concurrent participation another trial
8a,PMC4431679,S50,7375,7515,Study population and procedures, We used central computer generated random number list randomise patients treatment trimethoprim sulfamethoxazole vancomycin
9,PMC4431679,S51,7516,7645,Study population and procedures, Allocation concealed sealed opaque numbered envelopes opened consecutively informed consent obtained
5,PMC4431679,S52,7646,7876,Study population and procedures, Trimethoprim sulfamethoxazole started intravenously dose 320 mg trimethoprim 1600 mg sulfamethoxazole twice daily could switched oral treatment using dose discretion treating physician
0,PMC4431679,S53,7877,8044,Study population and procedures, Dosing based pharmacokinetic study showing lower dose resulted inhibition killing S aureus dose used previous trial 23 29
5,PMC4431679,S54,8045,8094,Study population and procedures, The vancomycin starting dose 1 g twice daily
5,PMC4431679,S55,8095,8275,Study population and procedures, In arms treatment adjusted renal function vancomycin arm directed serum concentrations obtain drug trough concentrations 10 20 mg dL
5,PMC4431679,S57,8329,8447,Study population and procedures, Treatment administered minimum seven days following duration depended indication
5,PMC4431679,S58,8448,8556,Study population and procedures, Concomitant antibiotics combination vancomycin co trimoxazole could administered
11a,PMC4431679,S59,8557,8657,Study population and procedures, After randomisation blinding performed outcomes adjudicated blinded allocation
6a,PMC4431679,S61,8697,9273,Outcomes, The primary efficacy outcome clinical treatment failure seven days composite death persistence fever 38  C two consecutive days increase 38  resolution required rule persistence persistence hypotension 90 mm Hg systolic need vasopressor support non improving Sequential Organ Failure Assessment SOFA score baseline SOFA decrease least 30 required baseline SOFA 3 stable decreased SOFA score required rule failure persistent bacteraemia day 7
6a,PMC4431679,S62,9274,9455,Outcomes, Blood cultures repeated day 2 patients bacteraemia daily thereafter patients persistent fever persistent bacteraemia signs infection
6a,PMC4431679,S63,9456,9531,Outcomes, We also defined primary safety outcome cause mortality 30 days
6a,PMC4431679,S64,9540,10090,Outcomes, Secondary outcomes included failure modification treatment comprising treatment failure defined antibiotic treatment modification bacteriological failure defined growth MRSA day 7 cultures persistence bacteraemia 48 hours length hospital admission duration fever summing days least one measurement temperature 38  C day 30 development resistance defined acquisition trimethoprim sulfamethoxazole vancomycin resistant S aureus vancomycin resistant Enterococci
6a,PMC4431679,S65,10091,10267,Outcomes, Adverse events included renal failure defined using RIFLE criteria 30 rash leucopoenia diarrhoea Clostridium difficile associated diarrhoea adverse events
7a,PMC4431679,S67,10323,10413,Sample size and analysis, To establish non inferiority allowed difference 15 primary outcome
7a,PMC4431679,S68,10414,10705,Sample size and analysis, Assuming 30 treatment failure rate treatment groups needed sample 128 patients per arm one sided test rule pre specified difference 95 confidence interval difference groups allowing 10 non evaluable patients
7b,PMC4431679,S69,10706,10872,Sample size and analysis, We interim analyses primary safety outcome recruitment one third two thirds patients stopping boundaries two sided level P 0 01
0,PMC4431679,S70,10881,10931,Sample size and analysis, We primary analysis intention treat
12b,PMC4431679,S71,10932,11082,Sample size and analysis, We per protocol analysis patients without exclusion criteria randomisation received allocated treatment minimum seven days
12b,PMC4431679,S72,11083,11143,Sample size and analysis, We subgroup analysis patients MRSA bacteraemia
12a,PMC4431679,S73,11144,11211,Sample size and analysis, We used Fisher  s exact tests compare categorical outcomes
12a,PMC4431679,S74,11212,11361,Sample size and analysis, Continuous outcomes skewed described medians compared using median difference 95 confidence intervals 31
12a,PMC4431679,S75,11362,11481,Sample size and analysis, We multivariable analyses primary efficacy outcome including treatment arm independent variable
12b,PMC4431679,S76,11482,11664,Sample size and analysis, We entered variables significantly associated outcome univariate analysis P 0 05 correlated Spearman correlation 0 5 logistic regression analysis
12a,PMC4431679,S77,11665,11733,Sample size and analysis, We present risk ratios odds ratios 95 confidence intervals
3a,PMC4469977,S41,5243,5408,Trial design and oversight, We carried multicentre parallel group observer blind randomised controlled trial compare efficacy safety ciclosporin prednisolone
0,PMC4469977,S42,5409,5452,Trial design and oversight, Participants gave written informed consent
0,PMC4469977,S43,5453,5572,Trial design and oversight, Oversight trial included trial management group independent trial steering data monitoring committees
0,PMC4469977,S44,5573,5712,Trial design and oversight, Patients suitable topical treatment entered parallel observational study results reported separately
0,PMC4469977,S46,5763,5829,Patient involvement, Patients involved design conduct research
0,PMC4469977,S47,5830,6053,Patient involvement, During feasibility stage priority research question choice outcome measures methods recruitment informed discussions patients focus group session two structured interviews
0,PMC4469977,S48,6054,6130,Patient involvement, During trial patient joined independent trial steering committee
0,PMC4469977,S49,6131,6299,Patient involvement, Members UK Dermatology Clinical Trials Network also identified research priority area clinicians treating patients pyoderma gangrenosum
0,PMC4469977,S50,6300,6534,Patient involvement, Once trial published participants informed results dedicated website www stopgaptrial co uk sent details results study newsletter suitable non specialist audience
4b,PMC4469977,S52,6578,6639,Participants, Recruitment took place 39 hospitals United Kingdom
4a,PMC4469977,S53,6640,6757,Participants, Participants aged 18 years diagnosis pyoderma gangrenosum made recruiting dermatologist
0,PMC4469977,S54,6758,6956,Participants, Histopathology rarely pathognomonic pyoderma gangrenosum many clinicians avoid biopsy risk immunological reaction results ulcer extension biopsy site
0,PMC4469977,S55,6957,7175,Participants, If clinical diagnosis uncertain biopsy performed exclude diagnoses malignancy granulomatous pyoderma gangrenosum arteritis advice sought expert panel necessary
4a,PMC4469977,S56,7184,8095,Participants, We excluded patients pustular granulomatous variants pyoderma gangrenosum may respond differently treatment measurement single ulcer possible patients receiving oral prednisolone ciclosporin intravenous immunoglobulin previous month patients participating another clinical trial women pregnant lactating risk pregnancy patients known hypersensitivity either study treatments patients clinically important renal impairment pretreatment findings would result investigator using either study drugs patients malignant premalignant disease patients concurrent medical condition treatments might interfere ongoing treatment cause harm patients taking rosuvastatin received live vaccine two weeks randomisation
5,PMC4469977,S58,8140,8322,Interventions, Participants received oral prednisolone brand chosen according local practice 0 75 mg kg day single dose ciclosporin Neoral Novartis 4 mg kg day two divided doses
5,PMC4469977,S59,8323,8492,Interventions, As pragmatic trial dose could adjusted according normal practice maximum 1 mg kg day prednisolone 5 mg kg day ciclosporin 7 10
5,PMC4469977,S60,8493,8543,Interventions, Topical treatment prohibited trial
3b,PMC4469977,S61,8544,8723,Interventions, A change protocol made August 2011 82 participants enrolled bowel perforation experienced participant receiving prednisolone 110 mg day
3b,PMC4469977,S62,8724,8826,Interventions, As result implemented ceiling doses 75 mg day prednisolone 400 mg day ciclosporin
8a,PMC4469977,S64,8884,9169,Randomisation and blinding, Participants randomised 1 1 treatment allocation using web based randomisation system hosted Nottingham Clinical Trials Unit using computer generated pseudorandom list permuted blocks randomly varying size two six RALLOC add on12 Stata TX
8b,PMC4469977,S64,8884,9169,Randomisation and blinding, Participants randomised 1 1 treatment allocation using web based randomisation system hosted Nottingham Clinical Trials Unit using computer generated pseudorandom list permuted blocks randomly varying size two six RALLOC add on12 Stata TX
10,PMC4469977,S64,8884,9169,Randomisation and blinding, Participants randomised 1 1 treatment allocation using web based randomisation system hosted Nottingham Clinical Trials Unit using computer generated pseudorandom list permuted blocks randomly varying size two six RALLOC add on12 Stata TX
8b,PMC4469977,S65,9170,9295,Randomisation and blinding, Randomisation stratified target lesion size 20 cm2 cm2 presence absence underlying systemic disease
11a,PMC4469977,S66,9296,9493,Randomisation and blinding, It possible blind clinicians participants treatment allocation owing resource limitations complexities different dosing regimens safety testing two drugs
11a,PMC4469977,S67,9494,9650,Randomisation and blinding, As result clinicians participants informed treatment allocation data irrevocably entered randomisation database
11a,PMC4469977,S68,9651,9872,Randomisation and blinding, Treatment allocation concealed statistician blinded assessors digital images interventions assigned recruitment data collection data cleaning blind analysis complete
6a,PMC4469977,S69,9881,10019,Randomisation and blinding, Assessors blind allocated treatment assessed ulcer size global treatment response digital images target lesion
6a,PMC4469977,S70,10020,10186,Randomisation and blinding, If digital images available assessors used physical measurements lesion taken clinic visits global response treating clinician
6a,PMC4469977,S72,10229,10366,Assessments, Clinic visits took place baseline week 2 week 6 primary outcome ulcer healed maximum six months
6a,PMC4469977,S73,10367,10452,Assessments, Patient reported outcomes collected daily diaries postal questionnaires
6a,PMC4469977,S74,10453,10574,Assessments, For participants whose pyoderma gangrenosum healed assessed recurrence time recurrence medical notes
6a,PMC4469977,S76,10631,10767,Digital image assessments, A template photographed alongside target ulcer calibrate image image analysis software see supplementary figure
6a,PMC4469977,S77,10768,10901,Digital image assessments, Two trained assessors mapped circumference lesion using VERG Videometry VEV MD software Vista Medical Winnipeg Canada
6a,PMC4469977,S78,10902,11148,Digital image assessments, Two dermatologists independently reviewed images ensure lesions consistent diagnosis pyoderma gangrenosum measurements taken trained assessors accurate representation ulcer  s size
6a,PMC4469977,S81,11225,11340,Outcomes, The main outcome measure speed healing six weeks captured single target lesion patient
6a,PMC4469977,S82,11341,11474,Outcomes, If multiple lesions present designated largest lesion could photographed single plane target lesion
6a,PMC4469977,S83,11485,11736,Outcomes, We chose speed healing primary outcome previous studies shown good predictor healing patients leg ulcers 13 14 blinded outcome assessment possible using digital images independent assessors
0,PMC4469977,S84,11737,11914,Outcomes, Assessing primary outcome six weeks also minimised loss follow up impact participants switching alternative treatments primary outcome assessment
6a,PMC4469977,S85,11915,12084,Outcomes, In cases digital images unavailable poor quality used physical measurements ulcer taken non blinded clinicians baseline six weeks
6a,PMC4469977,S87,12143,12309,Secondary outcomes, Time healing  defined time sterile dressings longer required reported patients confirmed clinicians subsequent clinic visits
6a,PMC4469977,S88,12310,12385,Secondary outcomes, We identified outcome important secondary outcomes
6a,PMC4469977,S89,12394,12650,Secondary outcomes, Pyoderma gangrenosum specific global treatment response  to assess treatment response used seven point Likert scale ranging completely clear worse assessed clinicians participants digital images blinded assessment
6a,PMC4469977,S90,12659,12768,Secondary outcomes, Resolution inflammation  this recorded clinicians participants using scale reported Foss 15
6a,PMC4469977,S91,12777,12919,Secondary outcomes, Self reported pain  participants self reported severity pain daily using score 0 4 none mild moderate severe extreme
6a,PMC4469977,S92,12928,13094,Secondary outcomes, Health related quality life  assessed using dermatology life quality index16 European quality life 5 dimensions three levels EQ 5D 3L EQ VAS 17 18
6a,PMC4469977,S93,13103,13240,Secondary outcomes, Time recurrence  defined interval target lesion healing episode pyoderma gangrenosum site
6a,PMC4469977,S94,13241,13357,Secondary outcomes, The period follow up available varied depending time participants randomised trial
6a,PMC4469977,S95,13366,13599,Secondary outcomes, Number treatment failures  defined withdrew randomised treatment treatment intolerance whose pyoderma gangrenosum worsened whose target lesion remained unhealed six months follow up
6a,PMC4469977,S96,13608,13726,Secondary outcomes, Adverse reactions study drugs  adverse events possibly probably definitely related study drug
0,PMC4469977,S98,13769,13845,Sample size, This superiority trial prednisolone control intervention
7a,PMC4469977,S99,13846,14093,Sample size, To provide 80 power 5 level significance detect difference means 0 5 standard deviations primary outcome speed healing six weeks target sample size 140 participants assuming loss follow up 10
7a,PMC4469977,S100,14094,14329,Sample size, We chose difference 0 5 standard deviations clinically meaningful group difference observational data suggested ciclosporin potentially effective higher cost prednisolone 19 20 21
7a,PMC4469977,S101,14330,14442,Sample size, As result felt substantial treatment effect necessary justify change clinical practice
0,PMC4469977,S103,14494,14554,Statistical analysis, We prespecified analyses statistical analysis plan
0,PMC4469977,S104,14555,14753,Statistical analysis, Analysis conducted using intention treat principles defined randomised participants excluding later diagnosis determined something pyoderma gangrenosum
0,PMC4469977,S105,14754,14871,Statistical analysis, We included participants available data baseline six week visit primary analysis
12a,PMC4469977,S106,14872,14938,Statistical analysis, The impact missing values explored sensitivity analysis
12a,PMC4469977,S107,14939,15103,Statistical analysis, A linear regression model used analyse differences treatment groups primary outcome six weeks adjusting stratification variables
12a,PMC4469977,S108,15112,15503,Statistical analysis, Secondary outcomes analysed using Cox regression models time event outcomes linear regression models dermatology life quality index EQ 5D EQ VAS adjusted baseline values self reported pain summarised using area curve proportional odds models ordered categorical outcomes logistic regression models binary outcomes
0,PMC4469977,S109,15504,15564,Statistical analysis, All analyses adjusted stratification variables
12b,PMC4469977,S110,15573,15912,Statistical analysis, Sensitivity analysis primary outcome time healing adjusted additional baseline variables including age sex weight size recruiting centre geographical region missing data participants switched randomised treatments received trial drugs combination period trial
0,PMC4469977,S111,15922,16114,Statistical analysis, We analysed adverse reactions occurred trial according original randomised allocation regardless whether drugs introduced adverse reaction
12a,PMC4469977,S112,16123,16216,Statistical analysis, All statistical analyses conducted using SAS software version 9 2 R version 2 10 1
0,PMC4515982,S40,4975,5066,Patients, The trial coordinated ALS Centre IRCCS Foundation Besta  Milan
4b,PMC4515982,S41,5067,5152,Patients, Consecutive patients screened eligibility 25 Italian ALS centres
4a,PMC4515982,S42,5153,5310,Patients, Patients aged 18  75  years diagnosed probable laboratory supported probable definite ALS according El Escorial revised criteria eligible
4a,PMC4515982,S43,5311,5450,Patients, Inclusion criteria onset weakness months slow vital capacity sVC predicted seated position screening visit
4a,PMC4515982,S44,5451,5987,Patients, Exclusion criteria haematocrit 51 men 49 women haemoglobin value 17  g dL non invasive ventilation NIV 6  h daily known familial ALS first degree relative ALS diagnosis frontotemporal dementia history and or instrumental evidence previous thrombotic vascular event cardiac diseases uncontrolled hypertension systolic diastolic irrespective treatments two consecutive evaluations active solid myeloproliferative malignancy known hypercoagulable disorders
0,PMC4515982,S45,5988,6112,Patients, All patients asked continue riluzole 100  mg daily stable dose least 30  days prior screening
4a,PMC4515982,S46,6113,6296,Patients, Patients take riluzole screening visit considered eligible could randomized case could start riluzole entire study period
0,PMC4515982,S47,6297,6360,Patients, The protocol approved ethics committee site
0,PMC4515982,S48,6361,6443,Patients, All patients provided written informed consent study related procedure
6a,PMC4515982,S50,6489,6634,Trial outcomes, The primary outcome one single composite outcome time randomisation death tracheotomy 23  h NIV daily 14 consecutive days
6a,PMC4515982,S51,6635,6800,Trial outcomes, Secondary outcomes changed baseline ALSFRS R score sVC seated position patients  quality life measured ALSAQ 40 questionnaire
6a,PMC4515982,S52,6801,6878,Trial outcomes, Tolerability evaluated analysing adverse events AEs causing withdrawal
5,PMC4515982,S54,6923,7059,Randomisation, Patients randomly assigned receive either intravenous rhEPO 40  000  IU matching placebo 1 1 ratio fortnightly 12  months
8b,PMC4515982,S55,7060,7214,Randomisation, Randomisation stratified centre disease severity ALSFRS R vs 33 onset spinal bulbar block size four within centre
8a,PMC4515982,S56,7215,7403,Randomisation, The Neuroepidemiology Unit coordinating centre independent study generated computer based randomisation sequence known two staff persons drug dispenser
9,PMC4515982,S56,7215,7403,Randomisation, The Neuroepidemiology Unit coordinating centre independent study generated computer based randomisation sequence known two staff persons drug dispenser
10,PMC4515982,S56,7215,7403,Randomisation, The Neuroepidemiology Unit coordinating centre independent study generated computer based randomisation sequence known two staff persons drug dispenser
10,PMC4515982,S57,7404,7486,Randomisation, Treatment allocated web based randomisation system available 24  h day
0,PMC4515982,S58,7487,7601,Randomisation, The procedure incorporated eligibility checks according protocol performed request centres
0,PMC4515982,S59,7602,7660,Randomisation, The sequence always available emergency unmasking
11b,PMC4515982,S61,7699,8080,Masking, RhEPO Eprex purchased Janssen Cilag SpA Cologno Monzese Italy coordinating centre directly shipped company Pierrel Research IMP srl Cant  Italy charge preparing investigational drug rhEPO 1 cc saline syringes identical appearance sealed sequentially numbered identical containers according allocation sequence
5,PMC4515982,S62,8081,8192,Masking, Shipping performed patient within 1  week randomisation using refrigerated express carrier
5,PMC4515982,S63,8193,8245,Masking, Each centre stored investigational drug
11a,PMC4515982,S64,8254,8465,Masking, Patients neurologists laboratory biologists technicians two centre statistician masked treatment allocation access data related rhEPO haematopoietic activity
0,PMC4515982,S65,8466,8608,Masking, Briefly participating centres generated specific access code blood withdrawals patients ALS enrolled EPOS trial
0,PMC4515982,S66,8609,8759,Masking, At treatment visit local laboratory unit received de identified vial reporting randomisation number treatment administration
0,PMC4515982,S67,8760,8980,Masking, Blood parameters emailed coordinating unit trained person readily alerted treating neurologist decision administer delay treatment based safety protocol parameters see
11a,PMC4515982,S68,8981,9173,Masking, Patients treating neurologists access data blood parameters whereas laboratory personnel access data allowing identification patient
0,PMC4515982,S69,9174,9243,Masking, This procedure elaborated maintain blindness study
0,PMC4515982,S70,9244,9408,Masking, Finally designed study reasoned patients treated rhEPO could higher risk treatment delay defined safety protocol
11a,PMC4515982,S71,9409,9626,Masking, Therefore randomisation centre generated list placebo patients randomly assigned 1  week treatment delay balanced number patients allocated rhEPO treatment needing true delay centre
0,PMC4515982,S72,9627,9696,Masking, This procedure elaborated maintain blindness study
6a,PMC4515982,S74,9738,10049,Procedures, After giving informed written consent eligible patients underwent haematological examinations haemochromocytometry renal liver function serum iron ferritin transferrin reticulocyte count coagulation tests blood pressure body mass index BMI measurement sVC ALSFR R ALSQ40 assessment
0,PMC4515982,S75,10050,10119,Procedures, Randomisation performed within 15  days screening visit
6a,PMC4515982,S76,10120,10368,Procedures, At fortnightly treatment visit safety parameters haematocrit 51 men 49 women haemoglobin value 17  g dL value raised 1  g dL end interval two subsequent doses blood pressure BMI assessed
6a,PMC4515982,S77,10369,10547,Procedures, Symptoms nocturnal hypoventilation nocturnal arousals morning headache excessive daytime sleepiness vivid dreams medications AE actively monitored recorded
6a,PMC4515982,S78,10548,10586,Procedures, ALSFR R sVC assessed monthly
6a,PMC4515982,S79,10587,10722,Procedures, At 6 month study end dropout visit patient also underwent complete haematological examinations ALSAQ 40 assessment
5,PMC4515982,S80,10723,10878,Procedures, At treatment visit treatment administration allowed delayed 1  week trial coordinating office assessment safety parameters
5,PMC4515982,S81,10879,10983,Procedures, If treatment delayed following week safety parameters repeated drug administration
0,PMC4515982,S82,10984,11080,Procedures, The delay treatment administration two times caused dropout patient
6a,PMC4515982,S83,11081,11214,Procedures, After study end month 12 patients underwent monthly follow up visits 6  months record primary outcome events
6a,PMC4515982,S84,11215,11379,Procedures, All centres provided spirometer Spirobank G multifunction Medisan srl Milano Italy disposable tubes sVC assessment trained use
0,PMC4515982,S85,11380,11491,Procedures, All data recorded electronic case record form specifically developed Nubilaria srl Novara Italy
0,PMC4515982,S86,11492,11685,Procedures, Trial monitoring performed independent contract research organisation CROM srl Verona Italy assured consistency measuring outcomes across centres scheduled site visits
0,PMC4515982,S88,11730,11829,Co-treatments, Nutritional status ventilation could affect survival thus primary outcome trial
0,PMC4515982,S89,11830,12045,Co-treatments, During first investigator meeting held Milan 6 June 2010 participating centres agreed approach cotreatments sharing opinion ultimate decision would personal patient
5,PMC4515982,S90,12046,12327,Co-treatments, We agreed percutaneous endoscopic gastrostomy equivalent device proposed patients case score 1 2 item 3 ALSFRS R unintentional loss body weight 10 past 3  months choking food liquids medication ingestion
5,PMC4515982,S91,12328,12518,Co-treatments, NIV proposed patients case score 0 1 item 10 11 ALSFRS R sVC 50 abnormal nocturnal oximetry SaO2 90 4 overnight recorded time
7a,PMC4515982,S93,12572,13134,Sample size estimation, On basis results pilot study ie observed rates 0 56 death 0 33 tracheotomy 18  months placebo group 13 estimated would need sample size 203 patients followed 12  months give 97 power detect significant difference rhEPO placebo corresponding 67 relative reduction risk death 74 power detect 70 relative reduction risk respiratory events tracheotomy 23  h NIV two sided type 1 error 5 given anticipated dropout rate 10
0,PMC4515982,S95,13186,13360,Statistical analysis, The main analysis primary secondary outcomes included randomised patients took least one dose investigational drug original assigned groups
0,PMC4515982,S96,13361,13530,Statistical analysis, All analyses performed entire population subgroups patients ALSFRS R 3314 spinal bulbar onset randomisation
0,PMC4515982,S97,13531,13628,Statistical analysis, A per protocol analysis carried excluding non compliers patients took 80 therapy
0,PMC4515982,S98,13629,13850,Statistical analysis, Demographic characteristics clinical features randomised patients baseline reported treatment arm compared using test student test Wilcoxon rank sum test Fisher  s exact test appropriate
12a,PMC4515982,S99,13851,14121,Statistical analysis, Time randomisation death tracheotomy 23  h NIV daily 14 consecutive days analysed terms annualised rate corresponding 95 CI p value using test one degree freedom rate comparison based Poisson regression
12a,PMC4515982,S100,14122,14218,Statistical analysis, The Kaplan Meier method used obtain survival curves corresponding log rank test
12a,PMC4515982,S101,14219,14375,Statistical analysis, A Cox model applied estimate treatment effect terms HR 95 CI adjusted sex age ALSFRS R score baseline disease duration
12a,PMC4515982,S102,14376,14572,Statistical analysis, The number patients experiencing AE causing withdrawal reported compared two groups Kaplan Meier curves time withdrawal corresponding log rank test
12a,PMC4515982,S103,14573,14659,Statistical analysis, Change baseline sVC ALSFRS R ALSAQ 40 assayed mixed effect models
12a,PMC4515982,S104,14660,14746,Statistical analysis, All data analysed using SAS V 9 3 SAS Institute INC Cary North Carolina USA
4b,PMC4621368,S39,5394,5546,Trial population, Between June 2011 September 2013 consecutive patients referred elective CABG surgery recruited two clinics Edinburgh Heart Centre
4a,PMC4621368,S40,5547,5653,Trial population, Patients 18  years older referred isolated CABG surgery requiring two grafts
4a,PMC4621368,S41,5654,6178,Trial population, Exclusion criteria included patients recent myocardial infarction within 1  month surgery emergency concomitant valve surgery significant renal impairment estimated glomerular filtration rate 40  mL min severe respiratory disease maintenance corticosteroid therapy forced expiratory volume 1  s 50 predicted severe LV impairment EF 40 contraindication magnetic resonance scanning treatment chronic inflammatory disease women childbearing potential inability provide consent
5,PMC4621368,S43,6238,6396,Study drug and randomisation, Intravenous recombinant human elafin Proteo Biotech AG Germany 200  mg saline placebo prepared infused aqueous solution 250  mL 0 9 saline
8b,PMC4621368,S44,6397,6532,Study drug and randomisation, Patients randomised 1 1 receive elafin matched placebo Edinburgh Clinical Trials Unit ensure allocation concealment
10,PMC4621368,S44,6397,6532,Study drug and randomisation, Patients randomised 1 1 receive elafin matched placebo Edinburgh Clinical Trials Unit ensure allocation concealment
9,PMC4621368,S44,6397,6532,Study drug and randomisation, Patients randomised 1 1 receive elafin matched placebo Edinburgh Clinical Trials Unit ensure allocation concealment
11a,PMC4621368,S45,6533,6829,Study drug and randomisation, Randomisation incorporated minimisation age presence diabetes mellitus extent coronary artery disease renal function surgeon A B To ensure blinding study drugs prepared staff independent study investigators clinical team responsible patient  s care
8b,PMC4621368,S45,6533,6829,Study drug and randomisation, Randomisation incorporated minimisation age presence diabetes mellitus extent coronary artery disease renal function surgeon A B To ensure blinding study drugs prepared staff independent study investigators clinical team responsible patient  s care
0,PMC4621368,S46,6838,6955,Study drug and randomisation, Intravenous elafin 200  mg causes complete inhibition plasma elastase activity 2  h 50 inhibition 6  h
5,PMC4621368,S47,6956,7152,Study drug and randomisation, This dosage regimen selected cover increased elastase release following CABG surgery peaks time weaning cardiopulmonary bypass returned baseline 6  7  h
5,PMC4621368,S48,7153,7388,Study drug and randomisation, The study drug administered patient central venous cannula period 30 min The intravenous infusion started first skin incision completed least 20 min cardiopulmonary bypass commenced
0,PMC4621368,S50,7466,7553,Anaesthesia and coronary artery bypass surgery, General anaesthesia maintained isoflurane propofol infusion bypass
0,PMC4621368,S51,7554,7720,Anaesthesia and coronary artery bypass surgery, Surgical approach via median sternotomy cardiopulmonary bypass started heparin administration non pulsatile flow membrane oxygenator
0,PMC4621368,S52,7721,7911,Anaesthesia and coronary artery bypass surgery, Cardioprotection provided cold blood cardioplegia 1 4 administered antegradely cross clamping aorta coronary arteries cross clamp fibrillation
6a,PMC4621368,S54,7956,8058,Blood samples, Blood samples taken baseline time 0 skin incision 2 6 24 48  h postoperatively
6a,PMC4621368,S55,8059,8295,Blood samples, Plasma cardiac troponin I cTnI concentrations measured ARCHITECTSTAT troponin I assay ARCHITECTSTAT high sensitive troponin I assay Abbott Laboratories Abbott Park Illinois USA validated institution 16 17
6a,PMC4621368,S56,8296,8487,Blood samples, Plasma concentrations high sensitive C reactive protein IL 6 IL 8 myeloperoxidase elastase quantified using ELISAs R D Systems UK Elastase ELISA Cambridge Biosciences UK
6a,PMC4621368,S57,8488,8621,Blood samples, Plasma elastase activity serum elafin concentrations measured Department Dermatology University Kiel Germany
6a,PMC4621368,S59,8677,8779,Cardiac MRI and analysis, Each patient underwent cardiac MRI twice within 6  weeks surgery 5  days surgery
6a,PMC4621368,S60,8780,8881,Cardiac MRI and analysis, Patients scanned using research dedicated 3T Siemens Verio scanner Siemens Medical Germany
6a,PMC4621368,S61,8882,9086,Cardiac MRI and analysis, Quantification LV mass EF late gadolinium enhancement infarct size determined using established protocols dedicated cardiac analysis software two trained independent blinded observers
6a,PMC4621368,S63,9138,9237,Statistical analysis, The primary outcome variable 48 h area curve AUC plasma cTnI concentration
12a,PMC4621368,S64,9238,9392,Statistical analysis, It analysed using generalised linear model including terms treatment allocation variables randomisation minimised
12a,PMC4621368,S65,9393,9519,Statistical analysis, Log transformations applied data skewed results unlogged presented geometric means
6a,PMC4621368,S66,9520,9691,Statistical analysis, Secondary outcome measures involving AUC hs CRP IL 6 IL 8 myeloperoxidase elastase analysed similarly taking log transformation data skewed
12a,PMC4621368,S67,9692,9790,Statistical analysis, LVEF mass analysed using QMass software Medis Medical Imaging Systems Netherlands
12a,PMC4621368,S68,9791,10012,Statistical analysis, The change volume infarction preoperative first postoperative magnetic resonance scans categorised increased change reduced according detection threshold based interobserver variability
12a,PMC4621368,S69,10013,10077,Statistical analysis, Post hoc analyses individual time points used Wilcoxon tests
0,PMC4621368,S70,10086,10251,Statistical analysis, The primary analysis included randomised patients intention to treat basis regardless compliance allocated treatment post randomisation events
6a,PMC4621368,S71,10252,10523,Statistical analysis, A secondary pre specified exploratory analysis AUC cTnI release excluded patients myocardial infarction cardiac arrest resulting loss cardiac output 1 min Type V myocardial infarction defined according third universal definition 18
6a,PMC4621368,S72,10524,10628,Statistical analysis, Finally post hoc examined treatment effect time point using high sensitive cTnI assay
7a,PMC4621368,S73,10637,10780,Statistical analysis, Power calculations based recent study patients undergoing remote ischaemic preconditioning coronary artery bypass surgery 5
7a,PMC4621368,S74,10781,10932,Statistical analysis, Mean cardiac troponin T release quantified AUC 36 12   g L SD 26 08 20 58   g L SD 9 58 control treated patients respectively
7a,PMC4621368,S75,10933,11091,Statistical analysis, No contemporary AUC data available cTnI release patient group measurements equivalent terms quantifying myocardial injury
7a,PMC4621368,S76,11092,11300,Statistical analysis, With sample size 80 patients 90 power detect 40 difference AUC cTnI significance level 5 using test unequal variances allowing four dropouts arm
0,PMC4770816,S36,4870,4939,Participants, The methods used PAST BP reported detail elsewhere 14
3a,PMC4770816,S37,4940,5174,Participants, PAST BP individually randomised trial participants allocated either intensive blood pressure target 130 mm Hg 10 mm Hg reduction baseline pressure 140 mm Hg standard target 140 mm Hg
4b,PMC4770816,S38,5175,5299,Participants, Patients recruited 106 general practices 99 contributed least one patient England 2009 11
4a,PMC4770816,S39,5300,5390,Participants, Patients considered inclusion practice  s TIA stroke register
4a,PMC4770816,S40,5391,5838,Participants, They excluded baseline systolic blood pressure less 125 mm Hg already taking three antihypertensive agents greater 20 mm Hg postural change systolic blood pressure standing already treated 130 mm Hg systolic blood pressure target unable provide informed consent insufficient corroborative evidence stroke TIA
0,PMC4770816,S41,5839,5955,Participants, Potentially eligible participants identified using search general practice  s clinical computer system
0,PMC4770816,S42,5956,6069,Participants, A general practitioner reviewed list exclude patients study invitation would inappropriate
