PMCID,sentence_id,CONSORT_Item,sentence_text
PMC4515982,S132,,"All the above analyses were also performed for the subgroups of patients with ALSFRS-R â‰¥33 or <33 at randomisation and with spinal or bulbar onset, and per-protocol, and did not show any significant difference between the two treatment groups (data not shown)."
PMC4515982,S133,,"Haemoglobin and haematocrit values overlapped in the rhEPO and placebo groups at baseline, whereas they were significantly (p<0.01) higher in the rhEPO group than the placebo group throughout the entire study period (figure 6)."
PMC4515982,S134,,FigureÂ 6 Haematological effects of recombinant human erythropoietin (rhEPO) mean values of haemoglobin (A) and hematocrit (B) in the two treatment groups since baseline visit through the 12-month trial period.
PMC4515982,S135,,"At baseline, haemoglobin and haematocrit values overlapped, whereas they were significantly higher (p<0.01) in the rhEPO group than in the placebo group at 3, 6, 9 and 12-month follow-up."
PMC4515982,S136,,"At 18-month follow-up, 6â€…months after the treatment was stopped, 41 (41%; 3 lost to follow-up) of 100 patients in the rhEPO group and 31 (33.3%; 4 lost to follow-up) of 93 placebo patients reached the primary outcome (death or tracheotomy)."
PMC4515982,S137,,Discussion
PMC4515982,S138,,Several studies suggested that EPO can promote the homeostasis of cells under stress and exert protective actions on different tissues.
PMC4515982,S139,,"Peripheral administration allows EPO to penetrate through an intact blood-brain-barrier,15â€“17 and this has been exploited to test its neurotrophic effects in multiple sclerosis, Parkinson's disease and schizophrenia.18 19"
PMC4515982,S140,,"Encouraging preclinical studies with EPO and its non-erythropoietic derivatives in models of central and peripheral nervous system degenerative diseases,2 expression of the non-erythropoietic receptor (EPOR)2 in motor neurons6 and preliminary data from ALS mouse models8 and a pilot clinical trial13 suggested that patients with ALS might benefit from rhEPO treatment."
PMC4515982,S141,,"Conversely, our study demonstrated that rhEPO administered at the dose of 40â€…000â€…IU fortnightly did not change either survival or disability at 12â€…months."
PMC4515982,S142,,"Patientsâ€™ demographic and clinical features were well balanced between the treatment arms, supporting the reliability of the results."
PMC4515982,S143,,"The significant and stable increase of haemoglobin and haematocrit values in the rhEPO group throughout the entire treatment period demonstrated that rhEPO exerted its expected haematological effects, and therefore it was not degraded in patients with ALS."
PMC4515982,S144,,"This observation strengthens our negative findings, suggesting that the lack of neuroprotective effect could not be attributed to an altered biological activity of rhEPO at the haematological level."
PMC4515982,S145,,Our negative findings appear to be in keeping with those disappointing from previous clinical studies investigating rhEPO neuroprotection in critical illness and patients with stroke.1
PMC4515982,S146,,"RhEPO may remain a promising treatment in schizophrenia19 and in the prevention of cognitive impairment after cardiac surgery and cardiopulmonary bypass,20 though these preliminary data need larger confirmatory studies."
PMC4515982,S147,,"Therefore, despite the bulk of preclinical findings in favour of a substantial protective activity of EPO outside the bone marrow, no evidence is currently available to support the hypothesis that rhEPO can rescue injured neurons in patients with acute or chronic progressive neurological diseases like stroke and ALS."
PMC4515982,S148,,"In most previous clinical studies of neuroprotection, cardioprotection and renal protection, rhEPO was acutely administered at doses ranging from 40â€…000â€…IU daily for 3â€…days to 50â€…000â€…IU 24 and 48â€…h after the event, whereas in critically ill patients the schedule was 40â€…000â€…IU weekly for 3â€…weeks.1"
PMC4515982,S149,,Ours is the first trial in which rhEPO was chronically administered to non-anaemic patients with a degenerative disease for a 12-month period.
PMC4515982,S150,,One limitation may appear to be the lack of a previous dose-finding study.
PMC4515982,S151,,"However, we have chosen the dosing schedule of rhEPO 40â€…000â€…IU fortnightly based on the pharmacokinetic profile, the known linear relationship between a single dose administered and erythropoietic response, and the turnover of reticulocytes,21 with the aim of reducing the thrombotic risk in patients."
PMC4515982,S152,,"Moreover, acute higher doses used in previous clinical studies increased the rate of thrombotic vascular events.1 40"
PMC4515982,S153,,"000â€…IU approximately equals one-third of the maximally effective single dose in a 70â€…kg participant (eg, 1800â€…IU/kg)."
PMC4515982,S154,,"In our study, it did not significantly increase the rate of thrombotic complications compared with the placebo group, most likely due to the small number of events, being the overall number of AEs twice as high as in the rhEPO treated group."
PMC4515982,S155,,"In rodent models,22 the dose of 2500â€…IU/kg/day was reported to be the most effective for neuroprotection but caused an increase of haematocrit value that would not be acceptable in humans."
PMC4515982,S156,,"A recent reappraisal of patientsâ€™ clinical features included in ALS trials suggested that the intrinsic limitations imposed by a classical randomised clinical trial can lead to the exclusion of patients representing the ALS population in clinical practice, reducing the reliability of the results.23"
PMC4515982,S157,,It has been suggested that the enrolment of patients in the earliest phases of ALS could increase the probability of identifying successful disease-modifying treatments.
PMC4515982,S158,,"In our study, the percentage of patients excluded due to respiratory insufficiency (15%) and of those who did not reach the diagnostic certainty level of probable ALS according to the revised El Escorial criteria (1.5%) at randomisation was small compared with previous trials."
PMC4515982,S159,,"Similarly, gender distribution was well balanced between arms, thus avoiding the underrepresentation of women observed in other trials.23"
PMC4515982,S160,,"However, the mean age of ALS onset was slightly lower than that recorded in epidemiological studies,24â€“27 possibly accounting for the lower 1-year death rates."
PMC4515982,S161,,"Like previous trials in ALS, results from our pilot study did not replicate in the larger phase III trial."
PMC4515982,S162,,"In particular, in the pilot study, we had observed a higher prevalence of primary outcome events (death and tracheotomy) in the placebo group at 18â€…months follow-up, most likely a chance result due to the small sample size."
PMC4515982,S163,,"In ALS, the most important goal of new treatments which can protect motor neurons and axons from progressive degeneration in a time frame that is useful to patients remains far from be achievement."
PMC4515982,S164,,"Our phase III randomised trial demonstrated that rhEPO does not have any positive effect on the course of ALS, lengthening the list of disappointing results from all the previous studies.28â€“37"
PMC4515982,S165,,Back matter
PMC4515982,S166,,The authors thank all the patients participating in the trial and their families.
PMC4515982,S167,,The authors thank all the collaborating nurses.
PMC4515982,S168,,"The authors thank Laura Mastrosimone, Domenico Arenella and Laura Ferradini of the EPOS trial coordinating centre and Ilaria Riela for administrative and legal assistance."
PMC4515982,S169,,The authors also acknowledge the Fondazione Italiana di per la SLAâ€”Sclerosi Laterale Amiotrofica.
PMC4515982,S170,,"Collaborators: EPOS trial study group: Daniele Cazzato (â€˜Carlo Bestaâ€™ Neurological Institute, Milan); Edward Cesnik, Elisabetta Groppo, Elisabetta Sette (Ferrara); Carla Pani, Emanuela Costantino, Francesco Orlandini, Daniela Boi (Cagliari); Giorgia Querin, Carla D'Ascenzo (Padua); Anna Sagnelli, Giovanni Piccirillo (Naples); Marina Aiello, Alfredo Chetta, Andrea Grassi (Parma); Christian Lunetta, Eleonora Maestri (NEMO Centre, Milan); Alessandro Padovani, Mariasofia Cotelli, Alice Todeschini (Brescia); Stefania Morino, Antonella Di Pasquale, Pamela Latino (Rome); Stefania Casali, Stefania Battistini, Marilena Pirrelli (Siena); Roberto Cantello, Nicola Nasuelli, Serena Servo (Novara); Riccardo De Gennaro, Ernesto Gastaldo (Mestre); Eleni Georgoulopoulou, Nicola Fini (Modena); Alfonsa C."
PMC4515982,S171,,"Taiello, Tiziana Colletti (Palermo); Andrea Calvo, Cristina Moglia, Giuseppe Fuda (Torino); Kalliopi Marinou (â€˜S.Maugeriâ€™, Milan); Nilo Riva, Federica Cerri, Ignazio D."
PMC4515982,S172,,Lopez (S.
PMC4515982,S173,,"Raffaele Hospital, Milan); Domenico De Cicco, Gianluca Battaglia (â€˜S.Maugeriâ€™, Mistretta); Norina Marcello, Manuela Rinaldi (Reggio Emilia); Carlo ScialÃ_, Vittorio Mantero, Maria Mascolo (Genova); Cecilia Carlesi, Elena Caldarazzo Ienco (Pisa); Antonio Di Muzio (Chieti); Lorenzo Verriello, Delia D'Amico (Udine); Isabella L."
PMC4515982,S174,,"Simone, Rosanna Tortelli, Rosa Cortese (Bari), Ilaria Bartolomei (Bologna)."
PMC4515982,S175,,"Contributors: GL and GF have designed the study; GL was the principal investigator and wrote the manuscript; GFÂ was responsible for the randomisation unit; IT has performed the statistical analyses; GA, GB, MC, CC, AC, MC, RE, RF, MF, FG, EG, VLB, GL, JM, LM, MRM, GM, VP, RQ, RR, FS, GS, GS, PV acted as site principal investigators, participated at the investigator meetings and definition of the final protocol, and approved the final manuscript; EDB and all the neurologists listed in the EPOS trial study group have actively participated in the enrolment of patients and assessment of the outcomes, and have read and approved the final manuscript."
PMC4515982,S176,,"Funding: The study was funded by the IRCCS Foundation â€˜Carlo Bestaâ€™ Neurological Institute, Milan, Italy, an institution of research and care of public body."
PMC4515982,S177,,The study database is held by the Neuroepidemiology Unit.
PMC4515982,S178,,Competing interests: None.
PMC4515982,S179,,Patient consent: Obtained.
PMC4515982,S180,,Ethics approval: Each of the 25 participating centres obtained approval from the local ethics committee.
PMC4515982,S181,,Provenance and peer review: Not commissioned; externally peer reviewed.
PMC4621368,S1,,Title
PMC4621368,S2,,Perioperative elafin for ischaemia-reperfusion injury during coronary artery bypass graft surgery: a randomised-controlled trial
PMC4621368,S3,,Abstract
PMC4621368,S4,,Background
PMC4621368,S5,,Elafin is a potent endogenous neutrophil elastase inhibitor that protects against myocardial inflammation and injury in preclinical models of ischaemic-reperfusion injury.
PMC4621368,S6,,We investigated whether elafin could inhibit myocardial ischaemia-reperfusion injury induced during coronary artery bypass graft (CABG) surgery.
PMC4621368,S7,,Methods and results
PMC4621368,S8,,"In a randomised double-blind placebo-controlled parallel group clinical trial, 87 patients undergoing CABG surgery were randomised 1:1 to intravenous elafin 200â€…mg or saline placebo administered after induction of anaesthesia and prior to sternotomy."
PMC4621368,S9,,Myocardial injury was measured as cardiac troponin I release over 48â€…h (area under the curve (AUC)) and myocardial infarction identified with MRI.
PMC4621368,S10,,Postischaemic inflammation was measured by plasma markers including AUC high-sensitive C reactive protein (hs-CRP) and myeloperoxidase (MPO).
PMC4621368,S11,,Elafin infusion was safe and resulted in >3000-fold increase in plasma elafin concentrations and >50% inhibition of elastase activity in the first 24â€…h.
PMC4621368,S12,,"This did not reduce myocardial injury over 48â€…h (ratio of geometric means (elafin/placebo) of AUC troponin I 0.74 (95% CI 0.47 to 1.15, p=0.18)) although post hoc analysis of the high-sensitive assay revealed lower troponin I concentrations at 6â€…h in elafin-treated patients (median 2.4 vs 4.1â€…Î_g/L, p=0.035)."
PMC4621368,S13,,"Elafin had no effect on myocardial infarction (elafin, 7/34 vs placebo, 5/35 patients) or on markers of inflammation: mean differences for AUC hs-CRP of 499â€…mg/L/48 h (95% CI âˆ’207 to 1205, p=0.16), and AUC MPO of 238â€…ng/mL/48 h (95% CI âˆ’235 to 711, p=0.320)."
PMC4621368,S14,,Conclusions
PMC4621368,S15,,There was no strong evidence that neutrophil elastase inhibition with a single-dose elafin treatment reduced myocardial injury and inflammation following CABG-induced ischaemia-reperfusion injury.
PMC4621368,S16,,Trial registration number
PMC4621368,S17,,"(EudraCT 2010-019527-58, ISRCTN82061264)."
PMC4621368,S18,,Introduction
PMC4621368,S19,,Ischaemia-reperfusion injury occurs when blood flow is restored to organs and tissues that have sustained a period of interrupted blood supply.
PMC4621368,S20,,"This occurs following therapies for acute myocardial infarction and ischaemic stroke, and is a necessary consequence of solid organ transplantation."
PMC4621368,S21,,Mechanisms of cell and tissue injury include a neutrophil-mediated postischaemic inflammatory response and activation of cellular death pathways following reperfusion.1
PMC4621368,S22,,Protecting organs from ischaemia-reperfusion injury to improve clinical outcome is a high priority.
PMC4621368,S23,,"Despite intense research efforts and huge promise from preclinical and early-phase clinical trials, there are currently no effective therapies that can limit this injurious response."
PMC4621368,S24,,"During coronary artery bypass graft (CABG) surgery and cardiopulmonary bypass, coronary blood flow is interrupted and the heart is put into circulatory arrest."
PMC4621368,S25,,This causes ischaemia-reperfusion injury that is exacerbated by adverse neutrophil-mediated myocardial inflammation and injury.2â€“4
PMC4621368,S26,,CABG surgery therefore represents a programmed clinical model of ischaemia-reperfusion injury that lends itself to testing the efficacy of potential therapeutic interventions.5
PMC4621368,S27,,Elafin is an endogenous anti-inflammatory protein that was first isolated in the search for inhibitors of neutrophil elastase activity in the lung and skin.6 7
PMC4621368,S28,,It has inhibitory activity against both human neutrophil elastase and proteinase-3 as well as suppressing production of inflammatory cytokines such as interleukin (IL)-8 and tumour necrosis factor alpha (TNF-Î±).8
PMC4621368,S29,,"Elafin is produced locally at sites of inflammation, raising a local defence of â€˜alarmâ€™ antiproteases in order to contain and inhibit neutrophil-mediated inflammation.9"
PMC4621368,S30,,"Cardiovascular tissues do not express elafin or other neutrophil elastase inhibitors, and are therefore more vulnerable to neutrophil-mediated injury."
PMC4621368,S31,,Augmentation of human elafin has consistently demonstrated impressive protective effects in rodent models of ischaemic and inflammatory elastase-mediated vascular injury.
PMC4621368,S32,,Elafin infusion reduced muscular injury and neutrophil recruitment in the rat ischaemic hindlimb and myocardial ischaemiaâ€“reperfusion injury models.10 11
PMC4621368,S33,,Transgenic mice overexpressing human elafin under the control of the vascular pre-proendothelin promoter have relatively preserved LV size and function following myocardial infarction.12
PMC4621368,S34,,"Compared with wild-type littermates, these animals are also protected from viral myocarditis and hypoxia-induced pulmonary hypertension and exhibit less restenosis following wire-induced carotid artery denudation.13â€“15"
PMC4621368,S35,,"Elafin augmentation, therefore, protects the cardiovascular system from a range of conditions characterised by neutrophil elastase-mediated inflammation and injury."
PMC4621368,S36,,The purpose of the Elafin Myocardial Protection from Ischemia Reperfusion (EMPIRE) randomised-controlled clinical trial was to provide proof of concept that Elafin treatment could reduce myocardial ischaemia-reperfusion inflammation and injury in patients undergoing CABG surgery.
PMC4621368,S37,,Methods
PMC4621368,S38,,Trial population
PMC4621368,S42,,Study drug and randomisation
PMC4621368,S49,,Anaesthesia and coronary artery bypass surgery
PMC4621368,S53,,Blood samples
PMC4621368,S58,,Cardiac MRI and analysis
PMC4621368,S62,,Statistical analysis
PMC4621368,S77,,Results
PMC4621368,S78,,A participant flow diagram is shown in figure 1.
PMC4621368,S79,,"In 85 of the 87 patients, the trial infusion was administered as planned."
PMC4621368,S80,,Patient characteristics and intraoperative details are shown in table 1.
PMC4621368,S81,,Full data to calculate the AUC for cTnI (primary outcome) were obtained in 83 patients (95%).
PMC4621368,S82,,Data quality was similarly good for all secondary end points with missing data evenly balanced across the treatment arms.
PMC4621368,S83,,TableÂ 1 Baseline characteristics and intraoperative details by treatment group
PMC4621368,S84,,FigureÂ 1 Trial flow diagram.
PMC4621368,S85,,Elafin infusion resulted in >3000-fold higher plasma concentrations (mean AUC at 24â€…h; 31.1Â±9.6 vs 0.01Â±0.07â€…Î_g/mL for placebo) that was associated with a marked reduction in plasma elastase activity (mean AUC at 24â€…h; 4.28Â±5.13 vs 9.66Â±9.21â€…units/mL; figure 2).
PMC4621368,S86,,FigureÂ 2 Perioperative plasma elafin concentration (left) and plasma elastase activity (right) between groups.
PMC4621368,S87,,Data are median plus IQR from the first skin incision (time 0â€…h) to 24â€…h.
PMC4621368,S88,,"Placebo group n=41; elafin group, n=43."
PMC4621368,S89,,"There was no change in mean AUC troponin concentrations over the first 48â€…h in Elafin-treated patients (adjusted ratio of geometric means (elafin/placebo) 0.74, 95% CI 0.47 to 1.15, p=0.18; figure 3)."
PMC4621368,S90,,There remained no evidence of a difference in a pre-specified secondary analysis where three patients who sustained a clinical myocardial infarction or had a cardiac arrest were excluded from analysis.
PMC4621368,S91,,"Post hoc analysis using the high-sensitive assay demonstrated a reduction of plasma cTnI concentrations in elafin-treated patients at 6â€…h (median 2.4 vs placebo 4.1â€…Î_g/L, p=0.035; table 2)."
PMC4621368,S92,,"TableÂ 2 Post hoc analysis of plasma cardiac troponin I concentration (Î_g/L, median and IQR, high-sensitive assay) to 48â€…h"
PMC4621368,S93,,FigureÂ 3 Myocardial injury.
PMC4621368,S94,,Cardiac troponin I release following coronary artery bypass graft surgery between treatment groups from first skin incision (time 0â€…h) to 48â€…h.
PMC4621368,S95,,Data are median plus IQR.
PMC4621368,S96,,"Placebo group, n=42; elafin group, n=44."
PMC4621368,S97,,Data from preoperative and postoperative scans were available for 34 (77.3%) elafin-treated and 35 (81.4%) placebo-treated patients (table 3).
PMC4621368,S98,,There was no difference in postoperative LV mass.
PMC4621368,S99,,The intra-class correlation coefficient for late gadolinium enhancement was 0.99 and the coefficient of repeatability of 1.78â€…mL (1.87â€…g) giving a threshold of 1.8â€…mL (1.9â€…g) for an increase in late gadolinium enhancement.
PMC4621368,S100,,"Using this threshold, the incidence of increased myocardial infarction volume was 20.3% in elafin-treated and 14.3% in placebo-treated patients."
PMC4621368,S101,,"TableÂ 3 MRI analysis of postoperative EF, LV mass and infarct volume"
PMC4621368,S102,,"There was no effect on peak myeloperoxidase concentrations (mean difference 54.73â€…ng/L, 95% CI âˆ’60.0 to 169.5, p=0.35) but peak elastase concentration was reduced (mean difference âˆ’168.4â€…ng/mL, 95% CI âˆ’323.4 to âˆ’13.47, p=0.03; figure 4)."
PMC4621368,S103,,"In contrast, there was no effect on the 6 h AUC for plasma elastase concentration (mean difference â€“524.0â€…ng/mL/48 h, 95% CI âˆ’1239 to 191.3, p=0.15)."
PMC4621368,S104,,"Although hs-CRP, IL-6 and IL-8 concentrations rose following CABG surgery (p<0.001 for all), there was no treatment effect of elafin (mean differences for 48 h AUC hs-CRP of 499â€…mg/L/48 h, 95% CI âˆ’207 to 1205, p=0.16) and p>0.05 for both IL-6 and IL-8; figure 4."
PMC4621368,S105,,"FigureÂ 4 Perioperative circulating concentrations of neutrophil granule proteins elastase (top left), myeloperoxidase (top right), inflammatory cytokines interleukin (IL)-6 (bottom left) and IL-8 (bottom right) between treatment groups out to 6â€…h."
PMC4621368,S106,,Data are median plus IQR.
PMC4621368,S107,,"Placebo group, n=42; elafin group, n=44."
PMC4621368,S108,,"Median duration of stay in the intensive care unit was 24 and 23â€…h for patients treated with elafin and placebo, respectively (HR 1.25, 95% CI 0.81 to 1.94, p=0.32)."
PMC4621368,S109,,Clinical outcomes and the incidence of perioperative complications in the first 48â€…h were also similar (table 4).
PMC4621368,S110,,TableÂ 4 Postoperative complications and outcomes by treatment
PMC4621368,S111,,Discussion
PMC4621368,S112,,"This is the first phase II clinical trial investigating the effect of elafin, an endogenous neutrophil elastase inhibitor, on myocardial ischaemia-reperfusion injury in patients undergoing CABG surgery."
PMC4621368,S113,,"Despite achieving >3000-fold increase in plasma concentrations sufficient to more than halve plasma elastase activity, we did not demonstrate clear evidence of beneficial effect of human recombinant elafin in our patients."
PMC4621368,S114,,"Specifically, we were unable to attenuate the systemic inflammatory response despite evidence of anti-inflammatory activity in preclinical disease models.19"
PMC4621368,S115,,"Nor could we conclusively detect a reduction in two very sensitive, complementary and gold standard measures of myocardial injury: AUC for plasma cTnI concentrations and late gadolinium enhancement on MRI despite preclinical studies with elafin reducing myocardial inflammation and injury after myocardial infarction.11 12"
PMC4621368,S116,,Differences between preclinical studies and the clinical CABG surgery model may have been responsible for different results.
PMC4621368,S117,,Elafin has never been tested in large animal models or in the setting of cardiopulmonary bypass surgery.
PMC4621368,S118,,"The surgical population was relatively low risk, and the use of isoflurane anaesthesia may provide cardioprotection.20"
PMC4621368,S119,,"Nevertheless, ischaemia-reperfusion injury in CABG surgery produced conditions where elafin would be expected to exert a treatment effect: neutrophil activation, elastase release and heightened circulating elastase activity together with activation of inflammatory cytokine pathways."
PMC4621368,S120,,"Elafin was safe and well tolerated in this high-risk clinical setting and post hoc analysis indicated reduced myocardial injury at 6â€…h, raising the possibility that more extensive treatment effect could have been seen with multiple doses or bolus and sustained infusions."
PMC4621368,S121,,All patients in our trial exhibited evidence of myocardial injury demonstrated by cTnI release.
PMC4621368,S122,,This was associated with a marginal reduction in LVEF detected on postoperative MRI.
PMC4621368,S123,,Small increases in delayed gadolinium enhancement indicative of new myocardial infarction were detected in a fifth of patients in keeping with subclinical myocardial injury and infarction that follows circulatory arrest and ischaemia-reperfusion during CABG surgery.
PMC4621368,S124,,The current MRI results contrast with an earlier study reporting increased infarct volume in 78% of patients undergoing planned CABG.21
PMC4621368,S125,,"A key difference that may explain this discrepancy is the detailed patient characterisation in our study with availability of preoperative MRI scans allowing identification of small areas of pre-existing infarct that would be missed by using clinical history, echocardiography or ECGs to screen for pre-existing infarction."
PMC4621368,S126,,Our data indicate that with single bolus administration elafin does not confer myocardial protection in the first 48â€…h following CABG surgery.
PMC4621368,S127,,This result was unchanged in a secondary analysis excluding patients who had sustained clinical events thought to be unrelated to study drug that would have contributed to large additional cTnI elevations.
PMC4621368,S128,,The absence of a convincing beneficial effect conflicts with preclinical ischaemia-reperfusion studies where elafin infusion was associated with a 27% reduction in myocardial infarct size and improved LV performance.
PMC4621368,S129,,Our clinical CABG model allows recapitulation of a key condition in preclinical models where elafin is administered upfront or expressed in tissues prior to the onset of cardiopulmonary bypass and ischaemic tissue injury.
PMC4621368,S130,,"However, despite this, we were unable to demonstrate clear efficacy using two complementary and highly sensitive measures of myocardial injury."
PMC4621368,S131,,Post hoc analysis identified a reduction in plasma cTnI concentrations at 6â€…h in elafin-treated patients.
PMC4621368,S132,,Preclinical studies used continuous elafin delivery by infusion or gene expression and the reduced cTnI concentration at an early postoperative time point raises the question whether continuous elafin infusion following the bolus may have extended the treatment effect to 48â€…h.
PMC4621368,S133,,Elafin is one of several agents targeting inflammatory pathways that have been investigated in ischaemia-reperfusion injury during cardiac surgery without success.
PMC4621368,S134,,"Pexelizumab, a recombinant, single-chain anti-C5 monoclonal antibody, was studied in two multicentre, randomised clinical trials of patients undergoing CABG surgery with or without valve surgery on cardiopulmonary bypass."
PMC4621368,S135,,There was no difference in the primary outcome of death or myocardial infarction between the pexelizumab and placebo treatment groups.22
PMC4621368,S136,,Failure of treatment effect with elafin and pexelizumab may reflect different mechanisms responsible for myocardial injury during CABG.
PMC4621368,S137,,"Myocardial ischaemia and necrosis undoubtedly occur during CABG surgery, and the magnitude of cTnI release is correlated with subsequent morbidity and mortality.23"
PMC4621368,S138,,Mechanism of ischaemia in preclinical models commonly involves complete interruption of coronary blood flow with a ligature to the beating heart.
PMC4621368,S139,,"In CABG surgery, the heart is in a state of circulatory arrest with protective cardioplegia and the impact of blood flow interruption is less severe."
PMC4621368,S140,,"Despite evidence of neutrophil-mediated inflammatory injury post-CABG, it may be activation of cellular survival pathways within cardiomyocytes that determines the outcome of ischaemia-reperfusion in this setting."
PMC4621368,S141,,Ischaemic preconditioning refers to resistance to acute myocardial ischaemia reperfusion conferred by the application of brief repeated episodes of ischaemia.
PMC4621368,S142,,This approach has been used successfully in CABG surgery to limit cardiac marker release.5
PMC4621368,S143,,"We demonstrated substantial (>50%) inhibition of circulating elastase activity by elafin following CABG surgery, and our data therefore indicate that neutrophil-derived elastase injury is not a prominent cause of myocardial injury in this setting."
PMC4621368,S144,,"The patients in our study did have evidence of neutrophil activation and degranulation with increased plasma concentrations of the primary granule contents, elastase and myeloperoxidase."
PMC4621368,S145,,"Peak elastase concentrations were reduced in elafin-treated patients, although there was no demonstrable effect on peak myeloperoxidase concentrations."
PMC4621368,S146,,This discrepancy is explained by differences in the origin of these two neutrophil primary granule proteins.
PMC4621368,S147,,Circulating human neutrophil elastase is derived largely from acute neutrophil degranulation.
PMC4621368,S148,,A pool of neutrophil-derived myeloperoxidase is transcytosed and bound to the subendothelial matrix.24
PMC4621368,S149,,This contributes to the circulating pool and is released following heparin administration during cardiopulmonary bypass.25
PMC4621368,S150,,Elafin-mediated reductions in elastolytic activity and myeloperoxidase staining (as a marker of neutrophil infiltration) have been consistent findings in preclinical models.
PMC4621368,S151,,Elafin infusion produced impressive reductions in myocardial inflammation and necrosis in rabbits undergoing heterotopic cardiac transplantation.26
PMC4621368,S152,,This was associated with a marked attenuation of myocardial elastolytic activity in transplanted hearts.
PMC4621368,S153,,Transgenic mice overexpressing full-length human elafin under the control of the vascular pre-proendothelin promoter exhibit complete inhibition of tissue elastolytic activity following acute myocardial infarction and carotid arterial wire denudation.12 15
PMC4621368,S154,,These favourable treatment effects consistently occurred with reduced tissue myeloperoxidase content in keeping with less neutrophil recruitment.
PMC4621368,S155,,"We were not able to access myocardial tissue for assessment of neutrophil infiltration and elastolytic activity, but the significant reduction in peak elastase concentration leaves open the possibility of an elafin effect on neutrophil activation and degranulation, which, if present, was not large enough to translate into a reduction in AUC elastase at 6â€…h."
PMC4621368,S156,,The EMPIRE patients exhibited increased IL-8 and IL-6 production and increased levels of circulating hs-CRP in keeping with a postischaemic inflammatory response following CABG surgery.
PMC4621368,S157,,A systemic inflammatory response follows CABG surgery driven both by major surgical insult and contact activation of blood with artificial surfaces of the extracorporeal circuit.27
PMC4621368,S158,,Belief that the magnitude of this response may drive clinical outcome has led to trials examining interventions to reduce postoperative inflammation.
PMC4621368,S159,,"Peak and AUC hs-CRP, IL-6 and IL-8 release were similar between treatment groups."
PMC4621368,S160,,This result for elafin contrasts with previous work indicating broad-ranging anti-inflammatory activity in human endothelial cells and monocyte-derived macrophages.8
PMC4621368,S161,,The failure of elafin to suppress IL-8 production during CABG surgery may indicate that additional inflammatory pathways are active or that despite impacting on circulating elastase activity elafin is not reaching or is not active in the subcellular space between neutrophils and their target tissue.
PMC4621368,S162,,"Given lack of a conclusive therapeutic effect on myocardial injury and postischaemic inflammation, it is not surprising that the exploratory clinical end point of postoperative ITU stay was no different between treatment groups."
PMC4621368,S163,,Elafin infusion was safe.
PMC4621368,S164,,"There were no drug-related adverse events in this high-risk surgical group and no evidence of excessive bleeding, cardiovascular complications or renal dysfunction."
PMC4621368,S165,,"In conclusion, despite the body of work indicating therapeutic potential from several groups using different models, species and modes of augmentation, elafin's promise as a therapeutic agent to attenuate myocardial ischaemia-reperfusion injury and inflammation was not translated in this first phase II clinical trial."
PMC4621368,S166,,"Post hoc analysis identified reduced cTnI concentrations at 6â€…h in elafin-treated patients, and it is possible that a bigger dose could have conferred protection out to 48â€…h."
PMC4621368,S167,,Elafin was safe and lack of treatment effect was seen despite achieving high plasma elafin concentrations and halving of circulating elastase activity.
PMC4621368,S168,,Key messagesWhat is already known on this subject?Ischaemia-reperfusion contributes to myocardial injury during cardiac surgery.
PMC4621368,S169,,Therapies to reduce injury remain elusive despite promise from preclinical studies.
PMC4621368,S170,,Elafin is an endogenous neutrophil elastase inhibitor with broad-ranging anti-inflammatory activity.
PMC4621368,S171,,Elafin reduces myocardial injury and infarct size and is associated with better myocardial function in preclinical models of ischaemia-reperfusion injury.What might this study add?We investigated elafin in myocardial ischaemia-reperfusion injury induced during coronary artery bypass graft surgery.
PMC4621368,S172,,A single dose of elafin was safe and reduced circulating elastase activity but did not attenuate ischaemia-reperfusion injury or postoperative inflammation following coronary artery bypass surgery.How might this impact on clinical practice?Elafin's promise as a therapeutic agent was not translated in this first phase II clinical trial.
PMC4621368,S173,,Post hoc analysis revealed reduced myocardial injury at an early time point in elafin-treated patients.
PMC4621368,S174,,Further studies with continuous infusion and alternative clinical models are needed to elucidate whether elafin can confer protection form ischaemia-reperfusion injury.
PMC4621368,S175,,Back matter
PMC4621368,S176,,"Contributors: SA, DEN and PAH: substantial contributions to the conception or design of the work, or the acquisition, analysis or interpretation of data; drafting the work or revising it critically for important intellectual content; final approval of the version published and agreement to be accountable for all aspects of the work in ensuring that questions related to the accuracy or integrity of any part of the work are appropriately investigated and resolved."
PMC4621368,S177,,"SCL, AK, KG, KO, RH, NMM and CM: drafting the work or revising it critically for important intellectual content and final approval of the version published."
PMC4621368,S178,,"VZ, RP, MRD, LM, ST, SS, OW, CS and SM: substantial contributions to the conception or design of the work, or the acquisition, analysis or interpretation of data; drafting the work or revising it critically for important intellectual content and final approval of the version published."
PMC4621368,S179,,Funding: Medical Research Council (UK) Developmental Clinical Studies grant G1001339 and Chest Heart and Stroke Scotland (UK) grant R11/A135.
PMC4621368,S180,,DEN is funded by the British Heart Foundation (CH/09/002).
PMC4621368,S181,,Proteo Biotech AG supported the study by supplying the elafin required free of charge.
PMC4621368,S182,,"The funders had no role in study design, data collection and analysis, decision to publish or preparation of the manuscript."
PMC4621368,S183,,The content of this manuscript is solely the responsibility of the authors.
PMC4621368,S184,,Competing interests: None declared.
PMC4621368,S185,,Patient consent: Obtained.
