CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,clean_sentence_text
8b,PMC3028347,S50,7315,7585, The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
5,PMC3489506,S48,6433,6569, Participants followed 12 weeks randomisation combination home visits telephone calls clinic attendance
5,PMC5264229,S47,5591,5737, Infusion SB2 INF done 2  h dosing done visit week 0 week 2 week 6 week 14 week 22 week 30 week 38 week 46
0,PMC3070271,S41,5283,5386, The study approved local independent ethics committee consisted two parts figure 1
0,PMC3420230,S114,20056,20220, All centres undertook audit parallel trial start recruitment 1 April 2010 initial target 90 women recruited
0,PMC4392313,S87,11668,11817, All laboratory parameter values converted SI units lipid parameters latest fasted values within time window included
5,PMC4893154,S35,5522,5701, Also basis recent data demonstrating adverse effect hyperparathyroidism chronic HF 18 chose dose likely suppress parathyroid hormone PTH release
12a,PMC4431679,S74,11212,11361, Continuous outcomes skewed described medians compared using median difference 95 confidence intervals 31
3a,PMC3756454,S43,6400,6608, In randomised double blind parallel group design patients evaluated two occasions 24  h intravenous administration TNF   antagonist etanercept 10  mg saline placebo
12a,PMC5099201,S58,8257,8341, A two sided statistical test difference 5 significance level used
6a,PMC3103669,S59,9094,9256, Safety variables included incidence AEs serious AEs SAEs infectious AEs incidence severity injection site reactions immunogenicity
4a,PMC3623038,S35,4484,4668, Patients receiving STN stimulation shown improvement least 50 motor symptoms first year treatment without worsening gait posture
12a,PMC4085478,S105,14824,14932, The model including two covariates treatment group effect considered core model
0,PMC3028347,S113,18308,18466, Monitoring study measurement adjudication study end points statistical analyses performed authors without sponsor involvement
6a,PMC4797126,S65,10395,10513, Exploratory outcome measures included change asthma control baseline Week 36 measured ACQ 5
7a,PMC3103669,S62,9582,9760, In order increase precision analysis planned total sample size 400 increased approximately 440 patients see supplementary material details
5,PMC3420230,S92,15865,16123, Women first comparison randomised ursodeoxycholic acid 250 mg dose Ursofalk Dr Falk Pharma Buckinghamshire placebo capsules Dr Falk Pharma identical appearance taste study drug white opaque hard gelatin capsule
12b,PMC4392313,S90,12355,12462, Exploratory analyses based observed cases performed using non parametric Kruskal  Wallis test
0,PMC4215282,S54,7950,8241, Ponesimod 40  mg selected highest dose associated approximate 70 reduction peripheral lymphocyte counts13 degree reduction previously shown associated significant therapeutic effect patients MS treated fingolimod 18
0,PMC3641608,S63,11082,11303, Total lymphocytes CD4 tests never returned participants clinically driven monitoring children investigations could requested concomitant drugs prescribed clinically indicated
0,PMC4392313,S177,25478,25487, Web table
0,PMC3109952,S45,6565,6721, They randomised equally receive cryotherapy liquid nitrogen daily self treatment counter 50 salicylic acid treatment
0,PMC4770816,S36,4870,4939, The methods used PAST BP reported detail elsewhere 14
3a,PMC4392313,S61,8573,8595, Figure  1 Study design
0,PMC3551223,S44,6127,6334, The study conducted full accordance International Conference Harmonisation good clinical practice principles laws regulations countries research conducted
12a,PMC3103669,S65,9966,10248, For determination primary outcome number flares per patient 16 weeks modelled using negative binomial distribution common overdispersion variance divided expectation minus 1 treatment arms see supplementary material details
4a,PMC3002766,S51,7035,7348, Patients excluded received intravenous prostanoids within previous 3 months used phosphodiesterase inhibitors intermittent treatment male erectile dysfunction received inhaled oral prostanoids injected botulinum toxin affected finger within 1 month
7b,PMC3386495,S101,17214,17363, The committee judged data never met protocol specified criteria recommend modification protocol halt recruitment study
6a,PMC3036630,S74,8785,8868, Absolute cell numbers calculated  cell total cell count sputum weight
0,PMC4392313,S66,8921,8986, B TCZ 8  mg kg every 4  weeks background MTX 7 5  25  mg weekly
6a,PMC4431679,S65,10091,10267, Adverse events included renal failure defined using RIFLE criteria 30 rash leucopoenia diarrhoea Clostridium difficile associated diarrhoea adverse events
0,PMC5418559,S43,6603,6725, The study conducted accordance Declaration Helsinki patients provided written informed consent
0,PMC4902320,S61,7897,7977, The multidisciplinary composition research team facilitated process
3a,PMC4066691,S42,6598,6770, This Phase II randomised double blind placebo controlled crossover study investigate efficacy safety three doses once daily tiotropium Respimat 
0,PMC3391717,S76,9427,9504, A research nurse entered baseline outcome data study database
5,PMC3502035,S73,13640,13877, Reflecting contemporary treatment options management hypertension different drug pathways mandated initial monotherapy valsartan 160 mg combined hydrochlorothiazide amlodipine single combined pills
5,PMC3002766,S59,8329,8570, Concomitant use systemic antibiotics analgaesics topical treatments wound care allowed randomised treatment administered addition usual stable previous month treatment Raynaud s phenomenon
10,PMC3590447,S49,7753,7934, Eligible patients randomly assigned member staff clinical trials office Glasgow Royal Infirmary Glasgow UK otherwise involved trial
0,PMC3321505,S49,8580,8763, The predefined primary population analysis included patients randomized received dose study medication least one study mandated follow up endoscopy
0,PMC3070271,S86,11486,11530, An intention to treat analysis retained
4a,PMC3128457,S42,5115,5660, Patients eligible inclusion Intracranial Bleeding Study fulfilled inclusion criteria CRASH 2 trial  adult trauma patients significant haemorrhage systolic blood pressure 90 mm Hg heart rate 110 beats per min considered risk significant haemorrhage within 8 hours injury study entry governed uncertainty principle 11  but also traumatic brain injury Glasgow coma scale brain computed tomography compatible traumatic brain injury
5,PMC4770816,S52,7185,7443, Apart different blood pressure targets management blood pressure groups carried practice nurse monitor blood pressure general practitioner responsible modifying blood pressure treatment
6a,PMC4893154,S50,7642,7782, The supernatant analyzed API5000 LC MS MS AB SCIEX Warrington United Kingdom atmospheric pressure chemical ionization mode
7a,PMC3489506,S98,13500,13847, We reassessed estimate common standard deviation used sample size calculation first 20 participants 1 2 95 confidence interval 0 8 1 7 independent data safety monitoring committee recommended trial continue without revision sample size calculation estimated standard deviation used
3a,PMC3668094,S34,4729,4968, This prospective multicentre double blinded randomised trial standard dose oseltamivir 75 mg twice day paediatric equivalent versus double dose 150 mg twice day paediatric equivalent treating severe influenza
6a,PMC3242163,S40,5644,5766, Participants unable unwilling attend contacted telephone follow up sought family doctors
12a,PMC3386495,S102,17374,17464, The statistical analysis plan published14 unmasking authors data
5,PMC3036630,S70,8466,8543, Sputum induced inhalation NaCl 4 5 3 5 min intervals 19
7a,PMC4469977,S101,14330,14442, As result felt substantial treatment effect necessary justify change clinical practice
5,PMC5418559,S50,9144,9316, Rescue medication bisacodyl 5  mg tablet 10  mg suppository allowed maximum 2 days screening period 48  h randomization
0,PMC3489506,S58,7442,7767, There benefits approach reasons results might concordant4 7 example sleep diaries would detect periods child awake disturbing household particular concern determining sleep onset latency actigraphy could interpret restless sleep awake
6a,PMC4893154,S54,8295,8450, To confirm effective conversion supplement also measured 1 25 OH D3 radioimmunoassay IDS Boldon United Kingdom baseline 12 months
6a,PMC5033259,S42,7080,7334, Patients also given Modified Scale Suicidal Ideation MSSI physician visit ensure develop suicidal thoughts manipulating serotonin levels could potentially lead changes mood suicidal ideation
5,PMC5033259,S41,6808,7079, In addition visit participants given standard care obesity met registered dietitian counseled weight loss recommendation decreasing caloric intake 500 kcal day exercising 30 min 3 days week
6a,PMC5529963,S62,7791,7920, Blood drawn processed overnight fast serum plasma samples stored subsequent analysis
9,PMC4431679,S51,7516,7645, Allocation concealed sealed opaque numbered envelopes opened consecutively informed consent obtained
6a,PMC3128457,S82,10749,11145, Secondary outcomes significant haemorrhage growth defined increase total haemorrhage relation initial volume b new intracranial haemorrhage apparent second scan apparent first c change subarachnoid haemorrhage grade mass effect e new focal cerebral ischaemic lesions apparent second scan first
0,PMC3641608,S84,15366,15451, Baseline values nearest within 42 days randomisation
7b,PMC4085478,S116,16481,16703, A planned interim analysis conducted independent data monitoring committee half patients terminated treatment period adjust sample size stop trial futility indicated
7a,PMC3386495,S90,14685,15058, At outset trial 2000 estimated among type patients likely recruited time detect absolute difference 10 proportion patients alive independent 6 months treatment sufficient power permit reliable analyses prespecified subgroups sample 6000 patients would needed
12a,PMC3502035,S94,17477,17684, We compared primary endpoint measure blood pressure control week 26 study groups using log binomial generalised linear model stratification status randomisation covariate
6a,PMC3103669,S57,8605,8859, The primary outcome determination canakinumab dose producing equivalent efficacy achieved colchicine 0 5 mg respect mean number flares per patient occurring within 16 weeks post randomisation ie target dose
0,PMC3036630,S48,6122,6239, The study approved Hospital Medical Ethics Committee patients gave written informed consent
12a,PMC3002834,S92,10962,11052, Fisher s exact test used analyse whether proportions categories varied group
5,PMC3028347,S66,9948,10148, Adherence gauged self monitoring medication taken food eaten activity performed amount inactive time pedometer readings recorded progress book reviewed monthly
6a,PMC4797126,S71,11487,11758, The modified total asthma symptom score mTASS generated subset diary questions adapted previous questionnaire 24 scoring nighttime awakenings 0  3 symptoms awakening 0  1 daytime symptom severity 0  4 total score range 0  8
0,PMC3002766,S47,6261,6304, All patients gave written informed consent
6a,PMC3668094,S51,7193,7397, Patients severe influenza like illness screened Quickvue rapid test Quidel San Diego CA US and or reverse transcriptase polymerase chain reaction RT PCR throat nose swabs
6a,PMC3036630,S76,8958,9072, All sputum cell counts performed one experienced qualified technician blinded clinical details
6a,PMC5529963,S90,11723,11871, Briefly 50   g mL HDL diluted reaction mixture containing 10  mM Tris hydrochloride pH 8 0 1  M sodium chloride 2  mM calcium chloride
0,PMC4213545,S74,13212,13363, Safety results summarized descriptively based safety population defined randomized patients took dose study medication
12a,PMC4215282,S104,15529,15644, The treatment effect versus placebo described HRs 95 CIs derived proportional hazards model
6a,PMC3756454,S70,10641,10805, Blood anticoagulated PPACK labelled appropriate antibodies exactly 5  min collection incubated dark 20  min room temperature
12a,PMC5264229,S85,10323,10487, For analysis ACR20 rate difference adjusted baseline C reactive protein geographical region using non parametrical analysis covariance 23  25
0,PMC4215282,S52,7654,7724, The dose range selected study based phase I data 12 13
11a,PMC3420230,S78,14023,14106, The investigator pharmacist trial participant blind group allocation
8a,PMC5009486,S59,9207,9394, Following screening patients randomized using interactive web response system one 120 pre defined treatment sequences comprising four eight possible treatments
0,PMC3944682,S39,6090,6136, Numbers based general practitioner reports
5,PMC3109952,S50,7275,7433, Participants randomised cryotherapy liquid nitrogen received maximum four treatments given two three weeks apart healthcare professional
6a,PMC5264229,S67,8220,8347, Immunogenicity assessments done measuring serum antidrug antibodies ADAs infliximab visit infusion
12a,PMC5418559,S89,15632,15866, A CMH screening test conducted first primary efficacy variable look association treatment responder rate across placebo tenapanor 20  mg b i d tenapanor 50  mg b i d treatment groups
5,PMC4893154,S32,4821,4999, Each participant asked take 2 tablets per day providing either total 100 cholecalciferol 4 000 IU daily placebo Cultech Port Talbot Wales United Kingdom
4a,PMC3420230,S58,11019,11095, Women concurrent hepatitis C cholelithiasis eligible
4a,PMC4145439,S63,7869,8121, Patients known risk severe major infections elevated levels screening creatinine alanine aminotransferase ALT aspartate aminotransferase AST reduced platelets white blood cell count neutrophil count excluded
4a,PMC3016167,S90,12263,12339, Patients grade 2 signs symptoms included present study
0,PMC4085478,S88,11884,12056, The disease activity assessed using SCCAI 22 validated proven correlate well indices comprising invasive methods 23 24 25 26
6a,PMC4515982,S83,11081,11214, After study end month 12 patients underwent monthly follow up visits 6  months record primary outcome events
6a,PMC5009486,S79,11669,11786, FEV1 AUC0  12 values normalized dividing length time obtained typically 12  h
0,PMC5064025,S65,9622,9711, The velocity arterial pulse propagates termed pulsed wave velocity PWV
6a,PMC3489506,S75,10307,10490, Salivary samples collected two time points night randomisation clinic visit beginning 11th week two nights trial treatment omitted
0,PMC3623038,S77,10177,10251, The threshold statistical significance set p 0 05 cases
12a,PMC3103669,S68,10492,10636, However distribution flares per patient observed skewed preplanned ANCOVA considered inappropriate data
12a,PMC3018567,S121,19230,19379, Weight for age height for age weight for height Z scores 1 year derived WHO growth standard reference scales igrowup macros
5,PMC4797126,S51,7145,7331, The treatment period ended 36  weeks randomization followed 48 week period assess sustained efficacy safety quilizumab see Additional file 1 Figure S1
0,PMC4392313,S63,8633,8800, A Patients achieve improvement baseline swollen tender joint counts week 16 offered escape therapy open label TCZ 8  mg kg
11b,PMC3103669,S44,6416,6711, In order achieve blinding patients investigators patients received subcutaneous injections canakinumab canakinumab placebo day 1 weeks 4 8 12 took capsules colchicine colchicine placebo daily 16 weeks see supplementary material details
4a,PMC5009486,S46,6955,7064, Key exclusion criteria diagnosis asthma deficiency respiratory disease
6a,PMC3489506,S82,11010,11284, The frequency severity spontaneously reported adverse events recorded weekly along prompted reports adverse events interest treatment emergent signs symptoms covering somnolence increased excitability mood swings rash hypothermia cough
4a,PMC3623038,S34,4306,4483, The main exclusion criterion presence axial disorders related insufficient doses L dopa off periods motor fluctuation induced STN stimulation
12a,PMC3686261,S62,9288,9434, The relationships HAQ DI JE JSN baseline week 52 week 104 evaluated using quantile non parametric regression models
11a,PMC3386495,S37,5889,5955, The initial pilot phase double blinded placebo controlled
6a,PMC3242163,S41,5767,5992, Post trial follow up serious adverse events conducted mailing questionnaires surviving participants late November 2001 annually November 2006 reminder mailed 2 months later
10,PMC3128457,S98,13281,13444, Once treatment pack number recorded patient included trial whether treatment pack opened allocated treatment started
0,PMC4770816,S67,9721,9934, These comprised major cardiovascular events composite fatal non fatal stroke myocardial infarction fatal coronary heart disease cardiovascular death emergency hospital admissions deaths
5,PMC4431679,S52,7646,7876, Trimethoprim sulfamethoxazole started intravenously dose 320 mg trimethoprim 1600 mg sulfamethoxazole twice daily could switched oral treatment using dose discretion treating physician
6a,PMC5529963,S71,8797,9005, The effect HDL 50   g mL 60  min 37  C endothelial nitric oxide NO bioavailability bovine aortic endothelial cells BAECs passage 4  7 Lonza Bioscience measured using fluorescent indicator
6a,PMC3502035,S66,12085,12343, Nominated study staff site general practitioner practice nurse verified blood pressure measurements independent audit clinical details case records outputs blood pressure monitor computer decision tool
7a,PMC3502035,S84,15765,16068, Based combination strong potential interventional contamination balanced need establish clinically significant differences two groups study initially powered detect minimum absolute difference 7 groups primary endpoint 13
0,PMC3641608,S61,10517,10567, Screening results used assess eligibility
6a,PMC3016167,S54,7048,7143, The primary efficacy variable time required recovery venomous scorpion sting
12a,PMC4145444,S76,9842,10030, Logistic regression used assess effect treatment group primary outcome controlling baseline group differences test interactions variables
6a,PMC4770816,S61,8873,9016, Blood pressure measured using British Hypertension Society validated automated electronic monitor supplied validated study 16
11a,PMC5099201,S53,7461,7663, Each radiograph assessed applying van der Heijde modified total Sharp scoring system mTSS two independent readers blinded treatment assignment patient s clinical status
6a,PMC5033259,S76,12264,12472, Effect size data hypothalamus activations significantly different week 1  week 0 week 1  week 4 contrasts extracted using MarsBaR http marsbar sourceforge net
12a,PMC4893154,S73,10771,11034, The analysis primacy main efficacy endpoints based analysis covariance linear models relating differences final walk distance imaging variables treatment allocation adjusting baselines values reported 95 CIs 25
5,PMC3623038,S48,6055,6206, Patients allowed change medication regimen STN stimulation settings 3  months prior study study
6a,PMC3348565,S85,12710,12904, We collected venous blood samples randomly selected blocks children basis assumption block equal number children vitamin D3 placebo groups
12a,PMC4797126,S92,14673,14923, The rates asthma exacerbations compared study groups using Poisson regression overdispersion model including terms periostin status 50 number prior exacerbations 1 1 IgE level 200
5,PMC3018567,S56,8219,8717, We used two by two factorial design randomly assign patients 1 1 1 1 ratio receive simultaneously either single dose albendazole 440 mg single dose praziquantel 40 mg kg albendazole praziquantel matching placebo albendazole matching placebo praziquantel albendazole matching placebo praziquantel matching placebo albendazole matching placebo Glaxosmithkline Brentford UK praziquantel matching placebo Medochemie Ltd Limassal Cyprus
12a,PMC3109952,S89,12518,12669, The complete clearance plantar warts six months analysed way primary outcome adjustments covariates
6a,PMC4469977,S76,10631,10767, A template photographed alongside target ulcer calibrate image image analysis software see supplementary figure
12a,PMC3070271,S87,11539,11783, To explore whether variable ACRpedi score CRP SAA and or parent patient assessment pain associated response treatment ratio value inclusion value M1 value inclusion compared groups
0,PMC3590447,S56,8673,8821, We could always start immunosuppressive treatment immediately randomisation new treatments prescribed delivered
8a,PMC3348565,S63,8482,8755, An independent statistician Shabbar Jaffar London School Hygiene Tropical Medicine London UK randomised unique identification numbers individually fixed blocks 20 vitamin D3 placebo group use random number generator SAS routine
6a,PMC3018567,S75,11524,11641, Cytokine responses age 1 year tetanus toxoid measured indicator response tetanus immunisation
6a,PMC4469977,S92,12928,13094, Health related quality life  assessed using dermatology life quality index16 European quality life 5 dimensions three levels EQ 5D 3L EQ VAS 17 18
6a,PMC3128457,S51,6531,6660, A neuroradiologist Zoe Morris blind treatment allocation clinical findings evaluated first second scans
6a,PMC5009486,S69,10448,10610, All pulmonary function tests including FEV1 FVC inspiratory capacity IC defined ATS guidelines performed accordance ATS criteria 13
12a,PMC3348565,S96,15074,15216, To assess potential problem multicollinearity used Pearsons correlation coefficient Cramers V paired categorical variables
5,PMC4066691,S58,9347,9384, Each patient received treatments
11a,PMC3348565,S65,9086,9284, The vitamin D3 placebo colour pale yellow taste quantity 0  5 mL therefore study staff families know group children assigned
4a,PMC3756454,S39,5724,5943, Inclusion criteria typical history myocardial ischaemia lasting 20  min within 24  h hospitalisation ischaemic electrocardiographic changes elevated troponin I concentration 0 2   g l
0,PMC3321505,S43,7697,7873, Serum chemistries complete blood count prothrombin time performed screening week 8 week 16 final study visit week 24 earlier early termination
12b,PMC4145439,S75,9371,9500, ACR20 50 70 responder rates estimated using generalised estimating equation GEE methodology Multiple Imputation MI
6a,PMC5033259,S58,8923,9159, Participants viewed food nonfood items within 3 Tesla GE MRI scanner MRI center Beth Israel Deaconess Medical Center fasting fed states InVivo Therapeutics 8 channel high definition receiver head coil
12a,PMC4797126,S94,15011,15093, Corresponding two sided p values 90  confidence intervals CI reported
6a,PMC3070271,S71,8770,8905, Serum samples analysed using cytokine assay kit Bio Rad Hercules California USA according manufacturer s protocol
0,PMC4145444,S43,5596,5727, Data collected regarding symptoms rickets frequency quantity dairy product intake usual sunlight exposure
6a,PMC4431679,S63,9456,9531, We also defined primary safety outcome cause mortality 30 days
0,PMC3321505,S64,11897,12036, In addition post hoc subgroup analysis included use low dose aspirin alone presence absence erosions screening endoscopy
0,PMC3420230,S87,15223,15271, Participants seen six weeks delivery
0,PMC5264229,S83,10071,10221, FAS follows principles intention to treat analysis FAS included randomised patients received least one dose SB2 INF
12a,PMC3590447,S80,12430,12532, Unless otherwise stated p values estimates treatment effects based two way comparisons
8b,PMC4215282,S48,7088,7208, Patient randomisation stratified centre using block size four first two blocks eight thereafter
6a,PMC3502035,S62,11358,11668, After participants rested least five minutes seated obtained three blood pressure measurements separated one minute intervals using appropriate sized cuff calibrated semiautomated oscillometric device approved Therapeutic Goods Administration Australia
0,PMC3551223,S76,12000,12143, This difference 12 5 deemed clinically relevant study s steering committee see supplementary data available online
4a,PMC3002766,S53,7476,7682, Also excluded patients body weight 40 kg severe PAH WHO class III IV moderate severe hepatic impairment serum aminotransferase levels 3 times upper limit normal range ULN
12b,PMC3266479,S87,11745,11908, All subgroup analyses used interaction tests either calculated ratio RRs subgroups used interaction terms logistic regression models
12b,PMC3002766,S79,12211,12572, For exploratory purposes statistical tests treatment difference provided planned secondary exploratory unplanned post hoc efficacy analyses included Pitman permutation changes baseline Fisher exact test proportions log rank test times event performed without correction multiple testing
6a,PMC4770816,S63,9166,9239, The primary outcome average second third measurements
11b,PMC3028347,S50,7315,7585, The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
0,PMC3016167,S101,13837,14043, Haffkine Biopharma Mumbai manufacturing monovalent anti scorpion venom serum F ab 2 Mesobuthus tamulus since 1997 available clinical use rural setting since 2002
0,PMC3070271,S49,6106,6232, Non steroidal anti inflammatory drugs corticosteroids taken stable dosage 1 month D1 M1
6a,PMC3018567,S67,10286,10442, Community fieldworkers visited participant s home twice month measured child s temperature recorded symptoms reported child s carer
12a,PMC4066691,S93,14542,14648, The statistical model included fixed effects random effect
6a,PMC5529963,S80,10455,10606, Whole serum incubated 20  min 20 polyethylene glycol PEG solution 20 PEG 8000 sigma P2139 200  mM glycine sigma G8898 pH 10
6a,PMC4797126,S67,10844,10987, We also evaluated ability biomarkers serum periostin blood eosinophils exhaled NO serum IgE predict benefit quilizumab
7a,PMC5264229,S80,9665,9779, Sample size calculated assuming equivalence margin effect size 57 20 dropout rate
0,PMC3668094,S74,10358,10480, Patients died day five assumed virus positive day five unless virus cleared death
6a,PMC4797126,S84,13504,13589, Peripheral blood eosinophil counts obtained standard complete blood counts
6a,PMC4066691,S80,12759,12960, Measurement PEFam PEFpm performed prior ICS study treatment inhalation approximately time day 06 00 08 00 PEFam 18 00 20 00 PEFpm
11a,PMC3109952,S65,8977,9063, The photographs assessed two assessors blind treatment allocation
0,PMC3109952,S43,6327,6511, Participants recruited November 2006 January 2010 end extended recruitment period university podiatry school clinics NHS podiatry clinics primary care
12a,PMC3420230,S127,22136,22434, In analyses regression methods used adjustment made stratification variables gestation recruitment ursodeoxycholic acid trial study centre trials potential confounders baseline bile acid levels others imbalance substantial
0,PMC4797126,S88,13979,14124, All patients received least one dose study drug intention to treat ITT population included safety efficacy analyses
4a,PMC5418559,S49,8300,9135, After 2 week screening period order patients randomly assigned study treatment needed complete symptom assessments via touch tone telephone diary least 11 14 days ensure diary compliant meet following study entry criteria average weekly stool frequency five fewer spontaneous bowel movements SBMs defined non aided bowel movements two fewer complete spontaneous bowel movements CSBMs defined bowel movement accompanied sensation complete evacuation average weekly stool consistency score 3 less using Bristol Stool Form Scale BSFS 21 average weekly abdominal pain score least 3 0  10 point scale liquid stools SBM mushy stools one SBM according BSFS
0,PMC4770816,S69,10004,10076, Side effects assessed use standard questionnaires 14
9,PMC3016167,S59,7729,7841, This randomisation sequence concealed using sequentially numbered opaque sealed stapled envelopes
12a,PMC4770816,S73,10627,10679, The principal analysis complete case analysis
0,PMC3016167,S67,8824,8842, set 0 05
6a,PMC4431679,S61,8697,9273, The primary efficacy outcome clinical treatment failure seven days composite death persistence fever 38  C two consecutive days increase 38  resolution required rule persistence persistence hypotension 90 mm Hg systolic need vasopressor support non improving Sequential Organ Failure Assessment SOFA score baseline SOFA decrease least 30 required baseline SOFA 3 stable decreased SOFA score required rule failure persistent bacteraemia day 7
3a,PMC3502035,S53,10059,10091, Fig 1 Summary study timelines
6a,PMC3489506,S69,9234,9780, Four questionnaires completed baseline final visit composite sleep disturbance index CSDI based allocating scores according frequency duration sleep problems reported parents questionnaires 14 15 16 aberrant behaviour checklist ABC assess behavioural problems17 18 family impact module paediatric quality life inventory PedsQL assess quality life care giver19 Epworth sleepiness scale ESS assess daytime sleepiness care giver 20
11a,PMC4145439,S53,6360,6492, To maintain blinding treatment patients received intravenous infusion Q4W two 1 2  mL subcutaneous injections Q2W
10,PMC3386495,S51,7796,8021, After system recorded checked data patients allocated either immediate thrombolysis 0  9 mg kg intravenous rt PA maximum 90 mg 10 bolus remainder 1 h control treatment
4b,PMC4797126,S46,6004,6347, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
0,PMC5529963,S57,7347,7447, Clinical monitoring study performed independently Centocor Malvern Pennsylvania USA
6a,PMC4215282,S78,11353,11449, Pulmonary function tests PFTs performed study visits except day 1 randomisation
4a,PMC3103669,S50,7482,7777, Key exclusion criteria gouty arthritis flare within 2 weeks screening present screening pain associated flare screening history allergy contraindication intolerance allopurinol colchicine see supplementary material details
6a,PMC3128457,S76,9720,9774, The thickness rated within representative sulcus
6a,PMC5033259,S65,10407,10512, Approximately 150 images used randomized order presented fasting fed states
5,PMC4515982,S80,10723,10878, At treatment visit treatment administration allowed delayed 1  week trial coordinating office assessment safety parameters
12a,PMC3018567,S122,19380,19484, We examined effects maternal treatment Z scores haemoglobin 1 year linear regression
12a,PMC4213545,S67,11896,12086, To control family wise type 1 error rate 2 sided 5 significance level primary secondary efficacy endpoints prespecified multiple comparison strategy conducted
6a,PMC3018567,S81,12792,13152, For secondary outcome community reported illnesses febrile illness defined measured fieldworkers temperature reported child s carer diarrhoea reported carer stool frequency recorded presumptive pneumonia cough difficulty breathing age specific fast breathing measured fieldworkers
12a,PMC3076731,S79,10945,11077, In addition applied SITAR superimposition translation rotation novel method growth curve analysis data 24
4a,PMC4145439,S60,7388,7483, Patients required stable dose MTX continued current steroids NSAIDs
6a,PMC3686261,S45,6837,6978, The 28 joint disease activity score CRP DAS28 CRP range 0  10 hereafter referred DAS28 used monitor disease activity 21
12a,PMC3668094,S75,10481,10574, For patients missing results day five carried forward last available results
6a,PMC4066691,S82,13068,13161, Vital signs measured recorded conjunction lung function tests Visits 2  6
12a,PMC4515982,S103,14573,14659, Change baseline sVC ALSFRS R ALSAQ 40 assayed mixed effect models
6a,PMC5009486,S68,10297,10439, Patients attended scheduled clinic visits screening Visit 1 randomization Visit 2 Days 1 7 14 treatment period
10,PMC3128457,S97,13156,13280, The pack number recorded entry form sent international trial coordinating centre London UK
6a,PMC4145439,S43,5117,5256, The primary objective study evaluate efficacy OKZ different doses administration frequencies compared PBO
5,PMC4145444,S54,6738,6809, All children treated calcium carbonate powdered limestone
11a,PMC3321505,S36,6694,6774, Patients care providers study personnel blinded treatment
4a,PMC4085478,S47,5766,6552, Exclusion criteria follows toxic megacolon fulminant courses therapy cyclosporine tacrolimus methotrexate TNF   antagonists within 3 months study entry current treatment opiates loperamide current antibiotic treatment rectal applications aminosalicylates steroids budesonide oral application topically acting steroids ulcerative proctitis disease extent 10  cm inflammatory bleeding disorders gastrointestinal tract UC diseases may cause diarrhea gastrointestinal bleeding condition surgery colon uncontrolled systemic diseases e g cardiac renal pulmonary hepatic severe chronic diseases e g malignancies HIV infection pregnant nursing women
3b,PMC3944682,S43,6522,6702, During trial January 2011 strategy antibiotic prescription added randomised comparison bringing total number randomised groups five fig 1
0,PMC3348565,S71,10132,10272, We encouraged families bring children study hospital illness quality treatment offered free charge
0,PMC3668094,S54,7588,7687, Study swabs collected eluted M4 media Remel Lenexa KS US storage
5,PMC4770816,S53,7444,7695, Patients whose systolic blood pressure baseline target everyone intensive arm patients standard arm whose blood pressure mm Hg antihypertensive treatment reviewed general practitioner
0,PMC4215282,S105,15645,15932, Total lymphocyte counts summarised all treated analysis set randomised patients received least one dose study drug absolute values changes baseline scheduled visits EOT last available value summarised descriptive statistics
0,PMC4085478,S77,10393,10523, To avoid selection bias patients fulfilled criteria included study predefined randomized order
5,PMC3109952,S55,7928,8157, Participants randomised self treatment 50 salicylic acid Verrugon William Ransom Son instructed apply treatment according manufacturer  s instructions treating healthcare professional
12a,PMC4902320,S73,9465,9605, Nonparametric data tested Mann Whitney U tests reported either median IQR median minimum  maximum indicated
10,PMC5033259,S38,6126,6331, Randomization tables produced Harvard Catalyst biostatisticians SAS using blocks four delivered directly Research Pharmacy use study staff would remain blinded
5,PMC5529963,S48,6007,6139, Patients methotrexate infliximab M I  group received infliximab infusions weeks 54 56 62 thereafter every 8  weeks
0,PMC3076731,S83,11648,11757, The effects randomisations explored comparing values random effects trial arm
5,PMC4515982,S91,12328,12518, NIV proposed patients case score 0 1 item 10 11 ALSFRS R sVC 50 abnormal nocturnal oximetry SaO2 90 4 overnight recorded time
4a,PMC3386495,S41,6478,6550, Inclusion exclusion criteria listed detail protocol 13
6a,PMC3128457,S74,9581,9662, Measurement  Blood within subarachnoid spaces pia arachnoid membranes
0,PMC3386495,S113,19750,19918, We chose simple form imputation effectively classified 6 month outcomes patients 7 day 6 month data known data shown
6a,PMC3502035,S75,14054,14128, A final clinic visit clinical re evaluation scheduled 26 weeks
6a,PMC5264229,S72,8760,8833, A single assay approach SB2 tag used assess immunogenicity
4a,PMC3386495,S43,6914,7067, Additionally patient clear indication intravenous thrombolysis rt PA treated accordance local guidelines
6a,PMC3420230,S109,18830,19081, Maternal outcomes average itch past 24 hours visual analogue scale levels total bile acids alanine transaminase aspartate transaminase mode onset labour mode delivery indication delivery blood loss delivery
