CONSORT_Item,PMCID,sentence_id,clean_sentence_text
6a,PMC4621368,S72, Finally post hoc examined treatment effect time point using high sensitive cTnI assay
7a,PMC4621368,S73, Power calculations based recent study patients undergoing remote ischaemic preconditioning coronary artery bypass surgery 5
7a,PMC4621368,S74, Mean cardiac troponin T release quantified AUC 36 12  g L SD 26 08 20 58  g L SD 9 58 control treated patients respectively
7a,PMC4621368,S75, No contemporary AUC data available cTnI release patient group measurements equivalent terms quantifying myocardial injury
7a,PMC4621368,S76, With sample size 80 patients 90 power detect 40 difference AUC cTnI significance level 5 using test unequal variances allowing four dropouts arm
0,PMC4770816,S36, The methods used PAST BP reported detail elsewhere 14
3a,PMC4770816,S37, PAST BP individually randomised trial participants allocated either intensive blood pressure target 130 mm Hg 10 mm Hg reduction baseline pressure 140 mm Hg standard target 140 mm Hg
4b,PMC4770816,S38, Patients recruited 106 general practices 99 contributed least one patient England 2009 11
14a,PMC4770816,S38, Patients recruited 106 general practices 99 contributed least one patient England 2009 11
4a,PMC4770816,S39, Patients considered inclusion practice  s TIA stroke register
4a,PMC4770816,S40, They excluded baseline systolic blood pressure less 125 mm Hg already taking three antihypertensive agents greater 20 mm Hg postural change systolic blood pressure standing already treated 130 mm Hg systolic blood pressure target unable provide informed consent insufficient corroborative evidence stroke TIA
0,PMC4770816,S41, Potentially eligible participants identified using search general practice  s clinical computer system
0,PMC4770816,S42, A general practitioner reviewed list exclude patients study invitation would inappropriate
0,PMC4770816,S43, The remainder sent letter inviting attend study clinic appointment held general practice research nurse written informed consent obtained
10,PMC4770816,S45, The central study team University Birmingham randomised patients minimisation based age sex diabetes mellitus atrial fibrillation baseline systolic blood pressure general practice
8b,PMC4770816,S45, The central study team University Birmingham randomised patients minimisation based age sex diabetes mellitus atrial fibrillation baseline systolic blood pressure general practice
10,PMC4770816,S46, The research nurse ascertained treatment allocation either telephone online
11a,PMC4770816,S47, Neither participants clinicians blinded treatment allocation
6a,PMC4770816,S48, A research nurse otherwise involved patient  s care obtained primary outcome measure blood pressure using automated sphygmomanometer
5,PMC4770816,S50, Patients randomised intensive arm given target systolic blood pressure 130 mm Hg target reduction 10 mm Hg baseline blood pressure 125 140 mm Hg
5,PMC4770816,S51, The target standard arm less 140 mm Hg irrespective baseline blood pressure
5,PMC4770816,S52, Apart different blood pressure targets management blood pressure groups carried practice nurse monitor blood pressure general practitioner responsible modifying blood pressure treatment
5,PMC4770816,S53, Patients whose systolic blood pressure baseline target everyone intensive arm patients standard arm whose blood pressure mm Hg antihypertensive treatment reviewed general practitioner
5,PMC4770816,S54, A practice nurse would see patients three month intervals blood pressure target previously measured one month previous blood pressure target refer general practitioner blood pressure target
5,PMC4770816,S55, The protocol required formal down titration treatment blood pressure target general practitioners discretion change reduce treatment light symptoms attributable blood pressure drugs
5,PMC4770816,S56, We provided general practitioners treatment protocols reflected national guidelines blood pressure lowering operation time trial 15
5,PMC4770816,S57, In arms trial general practitioners access computer based algorithm actively suggested drugs dosage participant target
7b,PMC4770816,S58, Follow up ceased participant major cardiovascular event
6a,PMC4770816,S59, The primary outcome change systolic blood pressure baseline one year
6a,PMC4770816,S60, Participants blood pressure measured research nurse separate practice nurse  s measurements described baseline six 12 months
6a,PMC4770816,S61, Blood pressure measured using British Hypertension Society validated automated electronic monitor supplied validated study 16
6a,PMC4770816,S62, Blood pressure measured standardised way patient seated five minutes six measurements taken one minute intervals
6a,PMC4770816,S63, The primary outcome average second third measurements
6a,PMC4770816,S64, Secondary measures blood pressure included diastolic blood pressure six 12 months systolic blood pressure six months proportion achieving target blood pressures 12 months
6a,PMC4770816,S65, For systolic blood pressure also calculated means readings 2 6 5 6 look differential effects regard habituation blood pressure measurement
0,PMC4770816,S66, We identified clinical events review general practice record 12 months
0,PMC4770816,S67, These comprised major cardiovascular events composite fatal non fatal stroke myocardial infarction fatal coronary heart disease cardiovascular death emergency hospital admissions deaths
0,PMC4770816,S68, Participants flagged mortality NHS Central Register
0,PMC4770816,S69, Side effects assessed use standard questionnaires 14
7a,PMC4770816,S71, We estimated sample size 305 patients group would detect 5 mm Hg difference systolic blood pressure groups 90 power significance level 5 assuming standard deviation 17 5 mm Hg 10 loss follow up 5 mortality 10 major vascular events 5 7
12a,PMC4770816,S72, We used mixed models primary analysis adjusting baseline blood pressure age group 80 years years sex diabetes mellitus atrial fibrillation practice random effect
12a,PMC4770816,S73, The principal analysis complete case analysis
12a,PMC4770816,S74, We also explored potential effects missing values use three approaches multiple imputation group mean last available value
12b,PMC4770816,S75, Subgroup analyses pre specified diabetes mellitus atrial fibrillation age group
12b,PMC4770816,S76, In addition subgroup analysis baseline systolic blood pressure 140 mm Hg mm Hg
12b,PMC4770816,S77, We compared number consultations treatment changes side effects using generalised mixed modelling adjusting variables primary outcome
12b,PMC4770816,S78, For clinical events calculated hazard ratios 95 confidence intervals using Cox proportional hazards modelling adjusting covariates mentioned previously
12b,PMC4770816,S79, We checked proportional hazard assumption Schoenfeld residual plots including interaction terms model term time
0,PMC4770816,S80, For clinical event analyses censored patients time first event relevant analysis
0,PMC4770816,S81, Thus patient one emergency hospital admission first one would counted
12a,PMC4770816,S82, We used SAS 9 2 Stata 12 analyses
0,PMC4770816,S84, The study discussed stroke survivor group agreed important research question blood pressure important outcome
0,PMC4770816,S85, Patients involved developing plans recruitment design study representation Trial Steering Committee
0,PMC4770816,S86, No patients asked advise interpretation writing results
0,PMC4770816,S87, We plan disseminate results research relevant patient community local nationally organised stroke groups
0,PMC4797126,S44, Methods
0,PMC4797126,S45, Trial design
3a,PMC4797126,S46, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
4b,PMC4797126,S46, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
4a,PMC4797126,S46, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
3a,PMC4797126,S47, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
8a,PMC4797126,S47, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
5,PMC4797126,S47, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
8b,PMC4797126,S48, Randomization stratified based serum periostin level 50 ng mL exacerbation history number exacerbations 1 1 requiring use systemic corticosteroids prior 18 months IgE level 75  200 IU mL 200 IU mL country
11a,PMC4797126,S49, Patients study site personnel blinded treatment assignments follow up data Week 84 collected verified
5,PMC4797126,S50, Quilizumab Genentech Inc South San Francisco CA delivered subcutaneously nine monthly intervals 300 mg per dose 300 mg M three quarterly intervals Week 4 150 450 mg per dose 150 450 mg Q
5,PMC4797126,S51, The treatment period ended 36 weeks randomization followed 48 week period assess sustained efficacy safety quilizumab see Additional file 1 Figure S1
0,PMC4797126,S52, Ethics consent permissions
0,PMC4797126,S53, Quorum Review based Seattle WA primary central IRB used sites North America however multiple site specific institutional review boards global sites approved protocol patients gave written informed consent
0,PMC4797126,S54, The trial conducted full conformance International Conference Harmonisation E6 guidelines Declaration Helsinki laws regulations country research conducted whichever afforded greater protection individual
0,PMC4797126,S55, Participants
0,PMC4797126,S56, Inclusion criteria
4a,PMC4797126,S57, Adult asthma patients aged 18  75 years required bronchodilator reversibility either reversibility using 4 puffs short acting SABA PC20 FEV1 methacholine provocative concentration methacholine producing 20  fall FEV1 forced expiratory volume 1 s 8 mg mL less within last 2 years pre bronchodilator FEV1 screening 40  80  predicted daily use ICS total daily dose fluticasone propionate equivalent second controller minimum 3 consecutive months inadequately controlled asthma documented 5 item Asthma Control Questionnaire ACQ 5 21 score screening randomization despite compliance asthma controller therapy least one positive aeroallergen specific IgE kU A L total serum IgE history least one protocol defined asthma exacerbation 18 months prior screening
6a,PMC4797126,S58, Asthma exacerbations defined new increased asthma symptoms wheezing cough chest tightness shortness breath nighttime awakening due symptoms led treatment systemic corticosteroids least 3 days hospitalization
0,PMC4797126,S59, Exclusion criteria
4a,PMC4797126,S60, Patients excluded study asthma exacerbation requiring systemic steroids 30 days prior screening screening randomization 20  relative change FEV1 screening randomization pre existing active lung disease asthma infections elevated IgE levels reasons allergy former current smokers
0,PMC4797126,S61, Outcome measures
6a,PMC4797126,S62, The primary efficacy outcome annualized rate protocol defined asthma exacerbations baseline Week 36
6a,PMC4797126,S63, Secondary efficacy outcomes included assessments lung function using relative change pre bronchodilator FEV1 baseline Weeks 12 36 change asthma symptoms baseline Week 36 using total daytime symptom severity scores derived daily patient diary
6a,PMC4797126,S64, The diary also used determine proportion patients nighttime awakenings due asthma symptoms proportion patients fewer 2 days SABA use per week Week 36
6a,PMC4797126,S65, Exploratory outcome measures included change asthma control baseline Week 36 measured ACQ 5
6a,PMC4797126,S66, To assess change allergy related quality of life measures baseline Week 36 Standardized Asthma Quality Life Questionnaire AQLQ S 22 Standardized Rhinoconjunctivitis Quality Life Questionnaire RQLQ S 23 administered patient visits throughout treatment follow up periods
6a,PMC4797126,S67, We also evaluated ability biomarkers serum periostin blood eosinophils exhaled NO serum IgE predict benefit quilizumab
6a,PMC4797126,S68, Safety outcomes assessed throughout 36 week treatment 48 week follow up periods
0,PMC4797126,S69, Assessments
6a,PMC4797126,S70, The patient daily diary included two sections addition peak flow measurements 1 morning section capturing awakenings rescue medication use night symptoms awakening 2 evening section capturing daytime symptom severity rescue medication use preventive inhaler use activity impairment day nasal symptoms
6a,PMC4797126,S71, The modified total asthma symptom score mTASS generated subset diary questions adapted previous questionnaire 24 scoring nighttime awakenings 0  3 symptoms awakening 0  1 daytime symptom severity 0  4 total score range 0  8
6a,PMC4797126,S72, For analyses symptom scores rescue medication use nighttime awakenings daily scores averaged previous 7 days prior time point interest
6a,PMC4797126,S73, Baseline values derived minimum 10 days patient diary entries 14 days prior first treatment
0,PMC4797126,S74, Pharmacokinetics immunogenicity
6a,PMC4797126,S75, Serum levels quilizumab pharmacokinetic assessments measured using validated enzyme linked immunosorbent assay ELISA Genentech Inc South San Francisco CA
6a,PMC4797126,S76, The pharmacokinetic outcomes included serum concentrations prior dosing Weeks 0 4 12 24 32 serum concentrations Week 5 Week 25 maximum observed serum concentrations Cmax obs time maximum observed serum concentration Tmax obs terminal elimination half life t1 2
6a,PMC4797126,S77, Serum anti therapeutic antibodies ATAs assessed samples Weeks 0 4 12 24 36 48 60 84 using validated bridging ELISA Genentech Inc South San Francisco CA
0,PMC4797126,S78, Biomarkers
0,PMC4797126,S79, Samples biomarker assessments collected throughout study
6a,PMC4797126,S80, Allergen specific total IgE measured serum ImmunoCAP  Specific IgE blood tests ViraCor IBT Laboratories Lee  s Summit MO
6a,PMC4797126,S81, Specific IgE measured following allergens cat house dust mite HDM Dermatophagoides farinae HDM Dermatophagoides pteronyssinus ragweed aspergillus timothy grass bermuda grass oak birch plantain orchard grass
6a,PMC4797126,S82, The maximum specific IgE defined specific IgE highest titer specific IgEs pre dose patient
0,PMC4797126,S83, Only observed values IgE levels analyzed imputation performed missing IgE data
6a,PMC4797126,S84, Peripheral blood eosinophil counts obtained standard complete blood counts
6a,PMC4797126,S85, Serum periostin measured immunoassay using Roche Elecsys platform Roche Diagnostics Ltd Rotkreuz Switzerland
6a,PMC4797126,S86, Fractional exhaled nitric oxide FeNO measured using hand held portable device NIOX MINO  Niox Morrisville NC according American Thoracic Society European Respiratory Society 2009 guidelines 25
0,PMC4797126,S87, Statistical methods
0,PMC4797126,S88, All patients received least one dose study drug intention to treat ITT population included safety efficacy analyses
0,PMC4797126,S89, Demographic baseline characteristics summarized using descriptive statistics
6a,PMC4797126,S90, The primary endpoint annualized exacerbation rate calculated total number protocol defined exacerbations observed group treatment period divided total patient weeks risk number weeks first study drug administration earliest Week 36 study discontinuation group multiplied 52
0,PMC4797126,S91, For patients discontinued study prematurely imputation additional exacerbations
12a,PMC4797126,S92, The rates asthma exacerbations compared study groups using Poisson regression overdispersion model including terms periostin status 50 number prior exacerbations 1 1 IgE level 200
12b,PMC4797126,S92, The rates asthma exacerbations compared study groups using Poisson regression overdispersion model including terms periostin status 50 number prior exacerbations 1 1 IgE level 200
12b,PMC4797126,S93, For biomarker subgroup analyses unadjusted asthma exacerbation rates calculated
12a,PMC4797126,S94, Corresponding two sided p values 90  confidence intervals CI reported
12a,PMC4797126,S95, The relative change pre bronchodilator FEV1 baseline calculated absolute change FEV1 volume liters baseline divided FEV1 baseline
12a,PMC4797126,S96, For secondary exploratory end points means standard deviations values relative change calculated according study group Weeks 12 36
12a,PMC4797126,S97, The mean relative changes baseline compared study groups using differences means group associated two sided 90  CIs
12a,PMC4797126,S98, Missing values imputed using last observation carried forward LOCF approach prespecified statistical analysis plan
12a,PMC4797126,S99, An analysis covariance ANCOVA model factors baseline level periostin status 50 ng mL number prior exacerbations 1 1 IgE level 200 IU mL fit assess treatment effect
12b,PMC4797126,S99, An analysis covariance ANCOVA model factors baseline level periostin status 50 ng mL number prior exacerbations 1 1 IgE level 200 IU mL fit assess treatment effect
0,PMC4797126,S100, Sample size determination
3a,PMC4797126,S101, We planned randomize 560 patients one three dose regimens quilizumab placebo 1 1 1 1 ratio 140 patients per group
7a,PMC4797126,S101, We planned randomize 560 patients one three dose regimens quilizumab placebo 1 1 1 1 ratio 140 patients per group
7a,PMC4797126,S102, This sample size provided approximately 84  power detect 50  reduction average exacerbation rates due quilizumab assuming 0 63 exacerbations per patient placebo group 36 week treatment period significance level
7a,PMC4797126,S103, This sample size also provided approximately 70  power detect 50  reduction average exacerbation rates subgroup periostin high patients assuming 0 69 exacerbations per patient placebo group 36 week period significance level 0 15 50  patients treatment arm periostin high
3a,PMC4893154,S27, VINDICATE randomized placebo controlled double blind trial vitamin D supplementation vitamin D  deficient chronic HF patients optimal medical therapy
4a,PMC4893154,S28, Patients were eligible stable 3 months New York Heart Association functional class II III symptoms left ventricular ejection fraction LVEF maximally tolerated medical therapy 3 months 25 OH vitamin D level 50 nmol l 20 ng ml
4a,PMC4893154,S29, Patients ineligible taking taken calcium vitamin supplements last 3 months chronic HF due untreated valvular heart disease anemia thyrotoxicosis existing indications vitamin D supplementation e g previous osteoporotic fracture symptoms osteomalacia history primary hyperparathyroidism sarcoidosis tuberculosis lymphoma cholecalciferol concentration time screening 50 nmol l 20 ng ml significant renal dysfunction estimated glomerular filtration rate  30 ml min
8b,PMC4893154,S31, Patients enrolled VINDICATE allocated blocks 20 using minimization balancing etiology chronic HF ischemic non ischemic diabetes mellitus sex chronic obstructive pulmonary disease requiring use of regular bronchodilators ethnic origin Caucasian non Caucasian
8a,PMC4893154,S31, Patients enrolled VINDICATE allocated blocks 20 using minimization balancing etiology chronic HF ischemic non ischemic diabetes mellitus sex chronic obstructive pulmonary disease requiring use of regular bronchodilators ethnic origin Caucasian non Caucasian
5,PMC4893154,S32, Each participant asked take 2 tablets per day providing either total 100 cholecalciferol 4 000 IU daily placebo Cultech Port Talbot Wales United Kingdom
5,PMC4893154,S33, The supplement dose chosen based upon guidelines studies vitamin D supplementation 17
0,PMC4893154,S34, These guidelines suggest studies 1  aim replace physiological requirements supplementing 75 250 2 last least 9 months 3 supplement vitamin D3 D2 4  assay supplements potency 5 include regular serum measurement 25 OH D3 levels 6  aim achieve serum levels patients active therapy 100 160 nmol l 40 ng ml 64 ng ml
5,PMC4893154,S35, Also basis recent data demonstrating adverse effect hyperparathyroidism chronic HF 18 chose dose likely suppress parathyroid hormone PTH release
0,PMC4893154,S36, Our proof concept study using inclusion exclusion criteria protocol VINDICATE previously demonstrated efficacy 4 000 IU daily achieve positive remodeling significant reductions left ventricular end diastolic volume LVEDV left ventricular end systolic volume LVESV left ventricular end diastolic dimension LVEDD
0,PMC4893154,S37, The consort diagram results study presented online supplementary datasets Online Figure 1 Online Tables 1 2
0,PMC4893154,S38, A simple linear model based trend test study demonstrated significant decrease PTH year p  0 0095 allocated vitamin D trend patients allocated placebo arm p  0 977 Online Figure 2 19
6a,PMC4893154,S40, The pre specified primary endpoint VINDICATE difference change 6 min walk test distance 6MWT baseline 12 months 2 groups
6a,PMC4893154,S41, Key pre specified secondary endpoints included cardiac structure function safety endpoints serum calcium concentration renal function vitamin D levels  Hypervitaminosis D defined 25 OH D3 200 nmol l 80 ng ml hypercalcemia 2 6 nmol l 10 4 mg dl
6a,PMC4893154,S43, At baseline patient performed 6MWT according standard criteria 20
6a,PMC4893154,S44, Each patient also underwent echocardiography blood sampling serum calcium serum creatinine vitamin D PTH levels
6a,PMC4893154,S45, Patients also invited undergo cardiac magnetic resonance CMR imaging measure LV volumes
6a,PMC4893154,S46, Subsequent visits took place 3 6 9 12 months blood draws repeated visit safety data
6a,PMC4893154,S48, Serum 25 OH D2 25 OH D3 analyzed tandem mass spectrometry
6a,PMC4893154,S49, Samples were prepared using protein precipitation reagent containing deuterated cholecalciferol
6a,PMC4893154,S50, The supernatant analyzed API5000 LC MS MS AB SCIEX Warrington United Kingdom atmospheric pressure chemical ionization mode
6a,PMC4893154,S51, The inter assay coefficient variability 10 concentrations ranging 12 nmol l 159 nmol l 4 8 ng ml 63 7 ng ml
6a,PMC4893154,S52, Ergocalciferol cholecalciferol concentrations summed reported total 25 OH D We defined deficiency and insufficiency vitamin D concentrations as  50 nmol l 20 ng ml 75 nmol l 30 ng ml respectively 21 22
6a,PMC4893154,S53, We also measured serum calcium creatinine PTH Siemens Advia Centaur Siemens Healthcare Diagnostics Camberley United Kingdom
6a,PMC4893154,S54, To confirm effective conversion supplement also measured 1 25 OH D3 radioimmunoassay IDS Boldon United Kingdom baseline 12 months
6a,PMC4893154,S56, Echocardiography performed patients baseline LV function assessed according European Society Cardiology criteria using Simpson  s biplane measure determine LVEF 23
6a,PMC4893154,S57, Echocardiography repeated 12 months
6a,PMC4893154,S58, Echocardiograms time points analyzed offline end study 2 senior echocardiographers blinded patient treatment
6a,PMC4893154,S60, CMR studies performed dedicated 1 5 T 3 T CMR systems Philips Healthcare Best Netherlands
6a,PMC4893154,S61, The system used baseline follow up studies 12 months individual patients
6a,PMC4893154,S62, A multislice multiphase data set covering entire left ventricle 10 12 short axis slices acquired using validated 2 dimensional balanced steady state free precession pulse sequence TR 2 8 ms TE 1 4 ms flip angle 55  spatial resolution 2 0 mm  2 0 mm  10 mm interslice gap 30 phases cardiac cycle 1 slice per breath hold
6a,PMC4893154,S63, Offline analysis experienced CMR observer using QMASS V7 0 software Medis Leiden Netherlands blinded study allocation derived end diastolic end systolic LV volumes LVEF
7a,PMC4893154,S65, VINDICATE powered provide information patient oriented outcome 6MWT
7a,PMC4893154,S66, A trial iron supplementation similar patient group demonstrated improvements 30 40 could expected type intervention 24
7a,PMC4893154,S67, We assumed based upon preliminary data pilot study 19 would change 2 groups 12 months 30 m
7a,PMC4893154,S68, The SD change 6MWT estimated data upper limit 80 confidence interval CI estimated using bootstrapping used calculations allow small sample size proof concept
7a,PMC4893154,S69, This determined 210 patients required 90 power show difference change 6MWT 28 5 significance SD  62
7a,PMC4893154,S70, We aimed recruit 230 patients 115 per group allow dropout
12a,PMC4893154,S72, Differences baseline variables allocations tested using Student tests continuous data chi square test categorical data
12a,PMC4893154,S73, The analysis primacy main efficacy endpoints based analysis covariance linear models relating differences final walk distance imaging variables treatment allocation adjusting baselines values reported 95 CIs 25
12a,PMC4893154,S74, All significance tests 2 sided called significant 5 level
12a,PMC4893154,S75, All analyses conducted Stata version 14 StataCorp College Station Texas
11a,PMC4893154,S77, A single unblinded observer involvement patients   care study follow up J H B reviewed vitamin D result time point safety
11a,PMC4893154,S78, An agreed operating procedure subject who developed serum vitamin D concentration 200 nmol l 80 ng ml involved reducing dose of treatment 2 1 tablets per day maintain patient blinding
3a,PMC4902320,S39, This randomized controlled trial
23,PMC4902320,S40, The protocol approved study hospital s human research ethics committee registered Australian New Zealand Clinical Trials Registry ACTRN12611000387921
5,PMC4902320,S41, We randomly allocated participants 1 1 either perioperative intravenous IV iron administration intervention usual care
8a,PMC4902320,S42, Randomization followed computer generated number sequence allocation conducted telephone
11a,PMC4902320,S43, The surgeon performing operation informed patient participation study group allocation revealed
14a,PMC4902320,S44, We screened 626 patients scheduled abdominal surgery presence IDA August 2011 November 2014
4a,PMC4902320,S44, We screened 626 patients scheduled abdominal surgery presence IDA August 2011 November 2014
4a,PMC4902320,S45, After informed written consent patients eligible inclusion 18 yrs IDA ferritin 300  _mcg L transferrin saturation 25 Hb 12 0  _g dL women Hb 13 0  _g dL men randomized 4 21 days surgery 2 groups
0,PMC4902320,S46, Owing wide range preoperative period patients standard approach used assess transfusion events preoperative period including transfusion administered 21 days surgery
5,PMC4902320,S47, Patients intervention group received IV ferric carboxymaltose given single dose 15 minutes surgery simplified dosing protocol 15  _mg kg bodyweight maximum dose 1000  _mg
5,PMC4902320,S48, Postoperatively within 2 days surgery intervention group participants received 0 5  _mg ferric carboxymaltose per recorded 1 mL blood loss blood loss least 100  _mL
5,PMC4902320,S49, Blood loss measured accurately possible recording suction bottle volume weighing packs end operation
5,PMC4902320,S50, Patients usual care group received perioperative care including anemia management provided primary care physician surgical home team
5,PMC4902320,S51, Usual care provided included treatment continued observations oral iron recommendations ABT
0,PMC4902320,S52, At time initiation study IV iron considered usual care however prescription administration disallowed
5,PMC4902320,S53, In institution prescription administration intervention facilitated anesthetic team
0,PMC4902320,S54, Baseline testing Short Form Health Survey SF36 conducted study entry 28
14a,PMC4902320,S55, Follow up participants scheduled 4 weeks surgery
0,PMC4902320,S56, The SF36 screening bloods repeated time
5,PMC4902320,S57, Patients found noteworthy ID IDA follow up irrespective group allocation referred General Practitioner ongoing management
0,PMC4902320,S59, A trial information session given departmental members involved commencing study
0,PMC4902320,S60, Regular refreshers scheduled assure protocol knowledge adherence
0,PMC4902320,S61, The multidisciplinary composition research team facilitated process
0,PMC4902320,S62, Follow up data entry meticulously conducted research assistant primary care physician follow up care initiated necessary assure patient safety
6a,PMC4902320,S64, The primary endpoint incidence ABT
6a,PMC4902320,S65, Secondary endpoints included hemoglobin Hb admission Hb difference randomization admission ICU admission perioperative morbidity defined new onset infection respiratory failure renal impairment deep venous thrombosis discharge Hb length stay Hb follow up Hb difference discharge follow up iron status 30 day mortality quality life QoL
6a,PMC4902320,S66, QoL score scaled 36 160 lower scores reflecting poorer well being
7a,PMC4902320,S68, The sample size study calculated primary outcome parameter perioperative allogeneic transfusion event
7a,PMC4902320,S69, To reduce risk perioperative allogeneic transfusion event 30 15 50 risk reduction power  0 8 significance level  0 05 determined total 121 patients group would needed
7a,PMC4902320,S70, To account possible dropouts intended include 134 patients per group
7a,PMC4902320,S71, The power calculation performed using nQuery Advisor Version 7 0 Statistical Solutions Saugus MA
12a,PMC4902320,S72, Parametric data tested one way ANOVA presented mean standard error mean mean 95 confidence intervals
12a,PMC4902320,S73, Nonparametric data tested Mann Whitney U tests reported either median IQR median minimum  maximum indicated
12a,PMC4902320,S74, Categorical data analyzed 2 tailed Pearson test presented accordingly number percent total
12a,PMC4902320,S75, Statistical analysis performed using SPSS software version 17 0 SPSS Inc Chicago IL
0,PMC4902320,S160, Supplemental Digital Content
4a,PMC5009486,S44, Male female patients 40  80 years age diagnosis COPD defined American Thoracic Society ATS 11 smoking history least 10 pack years included study
4a,PMC5009486,S45, Key lung function criteria inclusion pre post short acting bronchodilator ipratropium bromide Atrovent  HFA forced expiratory volume 1 s FEV1 forced vital capacity FVC ratio 0 7 post bronchodilator FEV1     30  80  predicted value screening Visit 1 pre bronchodilator FEV1   80  randomization Visit 2 calculated using Third National Health Nutrition Examination Survey NHANES III reference equations 12
4a,PMC5009486,S46, Key exclusion criteria diagnosis asthma deficiency respiratory disease
4a,PMC5009486,S47, Poorly controlled COPD required hospitalization treatment systemic corticosteroids within 3 months antibiotics within 6 weeks prior screening Visit 1 also led exclusion
4a,PMC5009486,S48, In addition patients clinically significant abnormal electrocardiogram ECG results pregnant lactating women patients could meet ATS criteria acceptable spirometry results excluded 13
5,PMC5009486,S49, Patients using oral inhaled LABAs LABA ICS combination inhalers phosphodiesterase inhibitors mast cell stabilizers leukotriene antagonists tiotropium discontinued duration trial instead received open label ipratropium four times daily run in period
5,PMC5009486,S50, Patients using ICS LABA FDC inhalers received stable dose least 4 weeks prior screening switched corresponding dose single ICS agent fluticasone mometasone budesonide administered BID remainder study
5,PMC5009486,S51, Patients receiving maintenance dose ICS administered FDC permitted continue provided maintained stable dose least 4 weeks prior screening
5,PMC5009486,S52, Other prohibited medications included non selective antagonists tricyclic antidepressants monoamine oxidase inhibitors anticonvulsants phenothiazines
3a,PMC5009486,S54, This randomized incomplete block crossover placebo blinded active open label control study NCT01566773 conducted 10 sites USA 11 April 2012 10 August 2012
14a,PMC5009486,S54, This randomized incomplete block crossover placebo blinded active open label control study NCT01566773 conducted 10 sites USA 11 April 2012 10 August 2012
23,PMC5009486,S54, This randomized incomplete block crossover placebo blinded active open label control study NCT01566773 conducted 10 sites USA 11 April 2012 10 August 2012
4b,PMC5009486,S54, This randomized incomplete block crossover placebo blinded active open label control study NCT01566773 conducted 10 sites USA 11 April 2012 10 August 2012
5,PMC5009486,S55, Six doses GP MDI 18 9 4 6 2 4 1 2 0 6 _g administered BID 14 days assessed
11b,PMC5009486,S56, Investigators patients blinded GP MDI placebo MDI treatment using non distinguishable MDIs
11a,PMC5009486,S56, Investigators patients blinded GP MDI placebo MDI treatment using non distinguishable MDIs
5,PMC5009486,S57, Open label tiotropium 18 _g Spiriva  HandiHaler  DPI administered daily QD included active control
5,PMC5009486,S58, In study GP expressed salt glycopyrrolate glycopyrronium bromide dose 18 _g equivalent 14 4 _g glycopyrronium active moiety
8a,PMC5009486,S59, Following screening patients randomized using interactive web response system one 120 pre defined treatment sequences comprising four eight possible treatments
5,PMC5009486,S60, Each treatment period 14 days separated 7 21 day washout period Fig  1
3a,PMC5009486,S60, Each treatment period 14 days separated 7 21 day washout period Fig  1
3a,PMC5009486,S61, Fig 1 Study design schematic
0,PMC5009486,S62, Rand Randomization PFT Pulmonary Function Test Rx Treatment
0,PMC5009486,S63, At study visit prior performing study procedures patients confirm withheld COPD medication least 6 h visit rescheduled soon practical within specified visit windows
5,PMC5009486,S64, During study albuterol sulfate salbutamol HFA Ventolin  MDI permitted needed relief symptoms
5,PMC5009486,S65, During screening washouts treatment periods ipratropium bromide Atrovent  HFA MDI used maintenance medication
0,PMC5009486,S66, This study conducted accordance International Conference Harmonization guidelines Declaration Helsinki 14 US Code Federal Regulations
6a,PMC5009486,S68, Patients attended scheduled clinic visits screening Visit 1 randomization Visit 2 Days 1 7 14 treatment period
6a,PMC5009486,S69, All pulmonary function tests including FEV1 FVC inspiratory capacity IC defined ATS guidelines performed accordance ATS criteria 13
6a,PMC5009486,S70, Spirometry performed assess lung function pre post dose study visit
6a,PMC5009486,S71, The assessed time points Days 1 7 treatment period 60 30 min pre dose 15 30 60 120 min post dose
6a,PMC5009486,S72, On Day 14 post dose time points assessed 12 h post dose
6a,PMC5009486,S73, Safety evaluations included heart rate diastolic blood pressure ECGs conducted every clinic visit
6a,PMC5009486,S74, Blood samples taken pre post dose Days 1 14 treatment period perform laboratory assessments including hematology blood chemistry
6a,PMC5009486,S75, Adverse events AEs serious AEs documented investigators paradoxical bronchospasm dry mouth classified events interest
6a,PMC5009486,S77, The primary objective study assess efficacy relative placebo MDI GP MDI
